lambda,K,mu_s,mu_f,ks,kf,backup_strategy,backup_p,arrivals,accepted,refused_stage1,stage2_refused,blank_pages,permanent_blanks,completed,refused_stage1_rate,blank_pages_rate_given_accepted,permanent_blank_rate_given_accepted,mean_sojourn_weighted,s1_util,s2_util,s1_system_timeavg,s1_queue_timeavg,s2_system_timeavg,s2_queue_timeavg,backups_written,cost_per_arrival
2.0,2,2.0,2.0,5,0,systematic,1.0,6410,6373,37,3170,3170,0,3183,0.0057722308892355694,0.49741095245567235,0.0,1.146100741708214,0.5064807496618415,0.5048696958756733,1.4280680626387665,0.17917299969077222,0.5161247614159109,-0.1337902414002265,706.5555555555555,2.2786411892891305
2.0,2,2.0,2.0,5,2,none,0.0,6381,6353,28,1601,1601,1601,4728,0.004388026955022724,0.25200692586179757,0.25200692586179757,1.6344424000814266,0.4982768293587123,0.7495703411125014,1.3708807596051733,0.15358058950077366,1.496657332677545,0.6701568690324456,0.0,2.742601349441644
2.0,2,2.0,2.0,5,2,random,0.5,6487,6438,49,1619,1619,804,4797,0.007553568675813165,0.25147561354457904,0.12488350419384903,1.6662488319476503,0.5112687472069347,0.7600169283848613,1.4567645664351068,0.22333434731228705,1.5296546350532119,0.6612164239988756,357.22222222222223,2.3657436539783374
2.0,2,2.0,2.0,5,2,systematic,1.0,6381,6353,28,1601,1601,0,4728,0.004388026955022724,0.25200692586179757,0.0,1.6344424000814266,0.4982768293587123,0.7495703411125014,1.3708807596051733,0.15358058950077366,1.496657332677545,0.6701568690324456,704.3333333333334,2.0393957888816114
2.0,4,0.5,0.5,0,0,none,0.0,6296,4330,1966,3130,3130,3130,1172,0.3122617534942821,0.7228637413394919,0.7228637413394919,4.1662315557527325,0.6784760981414574,0.7418082541723923,2.691426846339183,-0.1314886387966895,0.676317143369865,-0.13754408446106264,0.0,5.618101418041544
2.0,4,0.5,0.5,0,0,random,0.5,6386,4396,1990,3170,3170,1597,1191,0.31161916692765423,0.7211101000909919,0.3632848043676069,4.038326447896469,0.6880355622281541,0.7439073082767581,2.7290508178886896,-0.12162792784436133,0.6852001280430385,-0.16341366912766653,241.55555555555554,4.689190693452254
2.0,4,0.5,0.5,0,0,systematic,1.0,6296,4330,1966,3130,3130,0,1172,0.3122617534942821,0.7228637413394919,0.0,4.1662315557527325,0.6784760981414574,0.7418082541723923,2.691426846339183,-0.1314886387966895,0.676317143369865,-0.13754408446106264,478.6666666666667,3.8324462323869977
2.0,4,0.5,0.5,0,2,none,0.0,6344,4362,1982,2816,2816,2816,1498,0.31242118537200503,0.6455754241173773,0.6455754241173773,7.310255524411099,0.6811148267302786,0.969843020382069,2.6969993733062108,-0.12939805460011167,2.432511598524027,1.4579334370553714,0.0,5.3312603531371785
2.0,4,0.5,0.5,0,2,random,0.5,6333,4393,1940,2808,2808,1357,1538,0.30633191220590555,0.6391987252447074,0.3089005235602094,7.313056820583694,0.6864560741987117,0.9693814175168226,2.7223625051556297,-0.13337615463204086,2.4081432725961704,1.4316214529533096,244.88888888888889,4.507974559280711
2.0,4,0.5,0.5,0,2,systematic,1.0,6344,4362,1982,2816,2816,0,1498,0.31242118537200503,0.6455754241173773,0.0,7.310255524411099,0.6811148267302786,0.969843020382069,2.6969993733062108,-0.12939805460011167,2.432511598524027,1.4579334370553714,482.1111111111111,3.759261814244202
2.0,4,0.5,0.5,5,0,none,0.0,6168,5522,646,4216,4216,4216,1258,0.10473411154345007,0.7634914885910902,0.7634914885910902,4.9234399326070655,0.845907322569211,0.7596917095763391,5.0283655508693705,1.5172571888368738,0.6764842758139218,-0.13305719799008175,0.0,6.183105347669353
2.0,4,0.5,0.5,5,0,random,0.5,6300,5573,727,4240,4240,2171,1281,0.1153968253968254,0.7608110532926611,0.3895567916741432,5.089858779906668,0.8648187154821915,0.7775106601531898,5.254630508226318,1.6777304381959774,0.7092941029682639,-0.1282654329424675,304.44444444444446,4.915391972845013
2.0,4,0.5,0.5,5,0,systematic,1.0,6168,5522,646,4216,4216,0,1258,0.10473411154345007,0.7634914885910902,0.0,4.9234399326070655,0.845907322569211,0.7596917095763391,5.0283655508693705,1.5172571888368738,0.6764842758139218,-0.13305719799008175,608.7777777777778,3.7145697340122883
2.0,4,0.5,0.5,5,2,none,0.0,6353,5544,809,3894,3894,3894,1579,0.12734141350543052,0.7023809523809523,0.7023809523809523,8.335421797135284,0.8767847703384456,0.9698802588241784,5.375982906045276,1.7704995143849578,2.3809383363036924,1.4333012707111084,0.0,5.801273443096986
2.0,4,0.5,0.5,5,2,random,0.5,6383,5617,766,4017,4017,1988,1531,0.12000626664577785,0.7151504361758946,0.35392558305145094,8.37256764383928,0.8628870042398629,0.9765909227385134,5.185875579778589,1.6021746435437125,2.449651623202114,1.498946231058105,311.55555555555554,4.715026345378595
2.0,4,0.5,0.5,5,2,systematic,1.0,6353,5544,809,3894,3894,0,1579,0.12734141350543052,0.7023809523809523,0.0,8.335421797135284,0.8767847703384456,0.9698802588241784,5.375982906045276,1.7704995143849578,2.3809383363036924,1.4333012707111084,610.5555555555555,3.6084724936626764
2.0,4,0.5,1.0,0,0,none,0.0,6335,4395,1940,2475,2475,2475,1892,0.30623520126282555,0.5631399317406144,0.5631399317406144,3.074692741389032,0.6867558741406046,0.601142908782453,2.7288534481366074,-0.12394468257329248,0.5348962871819611,-0.12190366350155839,0.0,5.055852394084616
2.0,4,0.5,1.0,0,0,random,0.5,6367,4463,1904,2568,2568,1288,1866,0.2990419349772263,0.575397714541788,0.28859511539323324,2.9491855402165394,0.6847812142661693,0.5988238824648853,2.696232240472599,-0.13287290084611642,0.5499858626005938,-0.12874409647285498,247.88888888888889,4.390212134578082
2.0,4,0.5,1.0,0,0,systematic,1.0,6335,4395,1940,2475,2475,0,1892,0.30623520126282555,0.5631399317406144,0.0,3.074692741389032,0.6867558741406046,0.601142908782453,2.7288534481366074,-0.12394468257329248,0.5348962871819611,-0.12190366350155839,485.55555555555554,3.6988187139938438
2.0,4,0.5,1.0,0,2,none,0.0,6345,4354,1991,1584,1584,1584,2729,0.31379038613081167,0.3638033991731741,0.3638033991731741,4.322996626414034,0.6844532040894329,0.863041500291573,2.705647234222679,-0.13737774733635655,1.8425732382151847,0.9474385054607654,0.0,4.357767008547345
2.0,4,0.5,1.0,0,2,random,0.5,6327,4363,1964,1538,1538,748,2783,0.3104156788367315,0.3525097410038964,0.17144166857666743,4.276482163703879,0.6798494524899336,0.8735837204489365,2.706250238752829,-0.12667469448187946,1.852841954607391,0.9187308439395958,246.55555555555554,3.9338732997298425
2.0,4,0.5,1.0,0,2,systematic,1.0,6345,4354,1991,1584,1584,0,2729,0.31379038613081167,0.3638033991731741,0.0,4.322996626414034,0.6844532040894329,0.863041500291573,2.705647234222679,-0.13737774733635655,1.8425732382151847,0.9474385054607654,481.22222222222223,3.5651060444087426
2.0,4,0.5,1.0,5,0,none,0.0,6280,5518,762,3467,3467,3467,1992,0.1213375796178344,0.628307357738311,0.628307357738311,4.104579949791073,0.8528501041062702,0.628833312947283,5.125822865039066,1.5844123775159122,0.559077341283816,-0.12514412106605255,0.0,5.5145565010129065
2.0,4,0.5,1.0,5,0,random,0.5,6270,5501,769,3426,3426,1674,2023,0.12264752791068581,0.6227958552990366,0.3043083075804399,4.077384812262743,0.8664283806924973,0.6243844431466516,5.288446828607265,1.7219178128810475,0.5624862987427938,-0.12401557734411733,308.77777777777777,4.505328780227368
2.0,4,0.5,1.0,5,0,systematic,1.0,6280,5518,762,3467,3467,0,1992,0.1213375796178344,0.628307357738311,0.0,4.104579949791073,0.8528501041062702,0.628833312947283,5.125822865039066,1.5844123775159122,0.559077341283816,-0.12514412106605255,607.2222222222222,3.5661253692289288
2.0,4,0.5,1.0,5,2,none,0.0,6331,5558,773,2657,2657,2657,2845,0.12209761491075659,0.47804965815041384,0.47804965815041384,5.629972839967952,0.8755617892869495,0.9022750185706706,5.329067930312375,1.7158901456469564,2.0406499674614453,1.143768757956753,0.0,4.832654918717329
2.0,4,0.5,1.0,5,2,random,0.5,6377,5607,770,2658,2658,1347,2870,0.1207464324917673,0.4740502942750134,0.24023542001070092,5.515214405266732,0.8753621115954396,0.9109083356171913,5.297979298855724,1.698410294756479,2.0629474978663764,1.1214941296409207,310.8888888888889,4.105825912043702
2.0,4,0.5,1.0,5,2,systematic,1.0,6331,5558,773,2657,2657,0,2845,0.12209761491075659,0.47804965815041384,0.0,5.629972839967952,0.8755617892869495,0.9022750185706706,5.329067930312375,1.7158901456469564,2.0406499674614453,1.143768757956753,613.2222222222222,3.4150867784968892
2.0,4,0.5,2.0,0,0,none,0.0,6360,4378,1982,1711,1711,1711,2640,0.31163522012578615,0.39081772498857925,0.39081772498857925,2.5492118448575027,0.6805231038702789,0.4258461895010913,2.6997828941832056,-0.13269526595521203,0.48542775813395483,-0.1601385541231689,0.0,4.447142470151275
2.0,4,0.5,2.0,0,0,random,0.5,6371,4392,1979,1619,1619,806,2743,0.3106262753099984,0.3686247723132969,0.18351548269581056,2.5046398224128503,0.6853802688676198,0.4233069240185964,2.721006710114736,-0.1413618255494954,0.48084981983441605,-0.15609686219975638,242.44444444444446,3.9579730359706184
2.0,4,0.5,2.0,0,0,systematic,1.0,6360,4378,1982,1711,1711,0,2640,0.31163522012578615,0.39081772498857925,0.0,2.5492118448575027,0.6805231038702789,0.4258461895010913,2.6997828941832056,-0.13269526595521203,0.48542775813395483,-0.1601385541231689,483.8888888888889,3.5759860316244274
2.0,4,0.5,2.0,0,2,none,0.0,6368,4405,1963,481,481,481,3891,0.3082600502512563,0.10919409761634506,0.10919409761634506,2.9088679378349904,0.68705338987837,0.6315631244055147,2.7234170720995916,-0.11778026966729373,1.1463474111931857,0.39935096952150734,0.0,3.468556243323637
2.0,4,0.5,2.0,0,2,random,0.5,6310,4404,1906,415,415,207,3946,0.30206022187004755,0.09423251589464124,0.04700272479564033,2.837090424937953,0.6816054300239749,0.6183037568006374,2.6979467821482945,-0.14147224229854827,1.1212911373330003,0.4001922880293923,247.33333333333334,3.4038548095763606
2.0,4,0.5,2.0,0,2,systematic,1.0,6368,4405,1963,481,481,0,3891,0.3082600502512563,0.10919409761634506,0.0,2.9088679378349904,0.68705338987837,0.6315631244055147,2.7234170720995916,-0.11778026966729373,1.1463474111931857,0.39935096952150734,486.77777777777777,3.37324020102021
2.0,4,0.5,2.0,5,0,none,0.0,6464,5549,915,2569,2569,2569,2930,0.14155321782178218,0.46296630023427643,0.46296630023427643,3.779216067667436,0.884565335014447,0.47198482908998113,5.514931062797397,1.8630415255925203,0.4768723764271827,-0.15860119565019268,0.0,4.7071723149878455
2.0,4,0.5,2.0,5,0,random,0.5,6355,5631,724,2603,2603,1293,2969,0.11392604248623131,0.46226247558160183,0.229621736814065,3.615008427160446,0.8757141781406501,0.46783960235341737,5.291973402963255,1.6884663257738586,0.49267822426700175,-0.17338177504370259,312.6666666666667,4.066338840577437
2.0,4,0.5,2.0,5,0,systematic,1.0,6464,5549,915,2569,2569,0,2930,0.14155321782178218,0.46296630023427643,0.0,3.779216067667436,0.884565335014447,0.47198482908998113,5.514931062797397,1.8630415255925203,0.4768723764271827,-0.15860119565019268,611.4444444444445,3.373499556222081
2.0,4,0.5,2.0,5,2,none,0.0,6358,5595,763,1140,1140,1140,4390,0.1200062912865681,0.2037533512064343,0.2037533512064343,4.037570369291749,0.8653114514141333,0.7019900196128412,5.2542135798670095,1.70061916239646,1.3763117362032213,0.5504891041054678,0.0,3.611818301492437
2.0,4,0.5,2.0,5,2,random,0.5,6204,5560,644,1050,1050,502,4447,0.1038039974210187,0.18884892086330934,0.09028776978417266,3.916480370211926,0.85199099811973,0.6966392728893707,5.099366926970564,1.5873936256499621,1.3521733137657361,0.5551795205277924,307.1111111111111,3.3740384797676297
2.0,4,0.5,2.0,5,2,systematic,1.0,6358,5595,763,1140,1140,0,4390,0.1200062912865681,0.2037533512064343,0.0,4.037570369291749,0.8653114514141333,0.7019900196128412,5.2542135798670095,1.70061916239646,1.3763117362032213,0.5504891041054678,616.0,3.158951839686942
2.0,4,1.0,0.5,0,0,none,0.0,6305,5736,569,4434,4434,4434,1277,0.09024583663758921,0.7730125523012552,0.7730125523012552,2.934412583489017,0.45155081564915456,0.7848576769470433,1.8600727073157566,-0.13354757030991615,0.7009070615936736,-0.12033913636881532,0.0,6.196974359691623
2.0,4,1.0,0.5,0,0,random,0.5,6416,5827,589,4579,4579,2300,1227,0.09180174563591023,0.7858246095761112,0.39471426119787195,3.034231780375768,0.4494524904933269,0.7904667370926317,1.8310849479705118,-0.10066869610957181,0.6597519531044296,-0.15646380410291946,322.0,4.923987240362279
2.0,4,1.0,0.5,0,0,systematic,1.0,6305,5736,569,4434,4434,0,1277,0.09024583663758921,0.7730125523012552,0.0,2.934412583489017,0.45155081564915456,0.7848576769470433,1.8600727073157566,-0.13354757030991615,0.7009070615936736,-0.12033913636881532,635.2222222222222,3.65598689726916
2.0,4,1.0,0.5,0,2,none,0.0,6225,5717,508,4170,4170,4170,1506,0.08160642570281125,0.7294035333216722,0.7294035333216722,6.481898366489294,0.43735636035892406,0.9799944777720532,1.8058556153465561,-0.1155307269733721,2.505346763538853,1.5236389854234025,0.0,6.044085472774373
2.0,4,1.0,0.5,0,2,random,0.5,6275,5741,534,4118,4118,2046,1585,0.08509960159362549,0.7172966382163386,0.356383905242989,6.197690909827329,0.44152420556287497,0.9812417961324343,1.8288430139209189,-0.12090331330264419,2.4728370821245687,1.4852750459684907,317.3333333333333,4.777742115199406
2.0,4,1.0,0.5,0,2,systematic,1.0,6225,5717,508,4170,4170,0,1506,0.08160642570281125,0.7294035333216722,0.0,6.481898366489294,0.43735636035892406,0.9799944777720532,1.8058556153465561,-0.1155307269733721,2.505346763538853,1.5236389854234025,633.3333333333334,3.640289256499384
2.0,4,1.0,0.5,5,0,none,0.0,6422,6392,30,5118,5118,5118,1244,0.004671441918405481,0.8006883604505632,0.8006883604505632,3.0919504942913374,0.5089620486220274,0.7967459223799589,2.2653275374608928,0.050563077852313655,0.6838028438594729,-0.14402519122372107,0.0,6.448168432984378
2.0,4,1.0,0.5,5,0,random,0.5,6278,6267,11,5030,5030,2512,1217,0.001752150366358713,0.8026168820807403,0.40082974309877134,3.119409444379316,0.4861251172887198,0.7943982283046379,2.1190268720986474,-0.022800020178535173,0.6875277672911141,-0.15893226620910614,350.22222222222223,5.065703406735829
2.0,4,1.0,0.5,5,0,systematic,1.0,6422,6392,30,5118,5118,0,1244,0.004671441918405481,0.8006883604505632,0.0,3.0919504942913374,0.5089620486220274,0.7967459223799589,2.2653275374608928,0.050563077852313655,0.6838028438594729,-0.14402519122372107,707.7777777777778,3.55757951206178
2.0,4,1.0,0.5,5,2,none,0.0,6381,6372,9,4773,4773,4773,1549,0.0014104372355430183,0.7490583804143126,0.7490583804143126,6.4412892202508925,0.50762244157779,0.9811981123138387,2.258807396155432,0.04587934893580563,2.502562484266988,1.5373580088742058,0.0,6.21271544841628
2.0,4,1.0,0.5,5,2,random,0.5,6252,6244,8,4752,4752,2339,1445,0.0012795905310300703,0.7610506085842409,0.37459961563100574,6.887682209941022,0.4772346799134102,0.9831260474945519,2.0962673980059816,-0.008195178120185352,2.5846386603757683,1.6130669283492782,350.1111111111111,4.930517672241498
2.0,4,1.0,0.5,5,2,systematic,1.0,6381,6372,9,4773,4773,0,1549,0.0014104372355430183,0.7490583804143126,0.0,6.4412892202508925,0.50762244157779,0.9811981123138387,2.258807396155432,0.04587934893580563,2.502562484266988,1.5373580088742058,705.1111111111111,3.5193659559207733
2.0,4,1.0,1.0,0,0,none,0.0,6356,5740,616,3657,3657,3657,2063,0.09691629955947137,0.6371080139372822,0.6371080139372822,2.0388602131851434,0.4557334506441683,0.6609155348173846,1.8766639232467104,-0.12977532485173315,0.5803963057462097,-0.12248811100719803,0.0,5.550277964701102
2.0,4,1.0,1.0,0,0,random,0.5,6371,5765,606,3658,3658,1832,2089,0.09511850572908491,0.6345186470078057,0.31777970511708586,1.9758515720815535,0.4488014449954878,0.6552650196507463,1.83057601836627,-0.10823793900288184,0.5843901671787164,-0.12086806393586585,318.6666666666667,4.5229185547069415
2.0,4,1.0,1.0,0,0,systematic,1.0,6356,5740,616,3657,3657,0,2063,0.09691629955947137,0.6371080139372822,0.0,2.0388602131851434,0.4557334506441683,0.6609155348173846,1.8766639232467104,-0.12977532485173315,0.5803963057462097,-0.12248811100719803,636.1111111111111,3.5214976842859094
2.0,4,1.0,1.0,0,2,none,0.0,6390,5800,590,2877,2877,2877,2886,0.09233176838810642,0.49603448275862067,0.49603448275862067,3.442481794602197,0.46046756726969296,0.9192103715734551,1.8820703668136838,-0.11678312155305982,2.0829825638773807,1.1589426276559514,0.0,4.9013446088195565
2.0,4,1.0,1.0,0,2,random,0.5,6357,5717,640,2773,2773,1414,2910,0.1006764196948246,0.48504460381318876,0.24733251705439915,3.4327442710347564,0.4514899796538244,0.9221258950275097,1.8521964319653526,-0.1191583372654635,2.1021146159098336,1.165970016037448,318.44444444444446,4.140346611528447
2.0,4,1.0,1.0,0,2,systematic,1.0,6390,5800,590,2877,2877,0,2886,0.09233176838810642,0.49603448275862067,0.0,3.442481794602197,0.46046756726969296,0.9192103715734551,1.8820703668136838,-0.11678312155305982,2.0829825638773807,1.1589426276559514,642.5555555555555,3.37349540518075
2.0,4,1.0,1.0,5,0,none,0.0,6323,6311,12,4187,4187,4187,2103,0.0018978333069745374,0.663444778957376,0.663444778957376,2.06515224835834,0.49921273234061975,0.6644059242167573,2.223670390478538,0.017763135270177192,0.5809835578170665,-0.12591865720646495,0.0,5.807915568048067
2.0,4,1.0,1.0,5,0,random,0.5,6354,6330,24,4244,4244,2089,2070,0.003777148253068933,0.6704581358609795,0.33001579778830964,2.0567629078740213,0.49782079791387557,0.6661757115581212,2.2108624745454275,0.0300544404065385,0.576554363142926,-0.13429792463444348,352.22222222222223,4.6211480161281715
2.0,4,1.0,1.0,5,0,systematic,1.0,6323,6311,12,4187,4187,0,2103,0.0018978333069745374,0.663444778957376,0.0,2.06515224835834,0.49921273234061975,0.6644059242167573,2.223670390478538,0.017763135270177192,0.5809835578170665,-0.12591865720646495,699.6666666666666,3.458867758903049
2.0,4,1.0,1.0,5,2,none,0.0,6349,6322,27,3362,3362,3362,2915,0.004252638210741849,0.5317937361594433,0.5317937361594433,3.50744600203007,0.4970429855819947,0.9301390092620427,2.2124156097314875,0.009951619371009959,2.135668820183765,1.1725046661369525,0.0,5.136106520687423
2.0,4,1.0,1.0,5,2,random,0.5,6303,6298,5,3334,3334,1666,2925,0.0007932730445819451,0.5293744045728803,0.26452842172118135,3.4706365778111268,0.49108784382526266,0.9225928303180483,2.147983618079307,-0.039465181597329896,2.1354705821382307,1.191910167210236,347.77777777777777,4.2369467036430795
2.0,4,1.0,1.0,5,2,systematic,1.0,6349,6322,27,3362,3362,0,2915,0.004252638210741849,0.5317937361594433,0.0,3.50744600203007,0.4970429855819947,0.9301390092620427,2.2124156097314875,0.009951619371009959,2.135668820183765,1.1725046661369525,699.8888888888889,3.322094039193664
2.0,4,1.0,2.0,0,0,none,0.0,6345,5733,612,2665,2665,2665,3048,0.09645390070921986,0.46485260770975056,0.46485260770975056,1.502658333348407,0.45255410828581216,0.48453312312011537,1.8667970874433886,-0.11499899878095207,0.49178962865272957,-0.16782036955820126,0.0,4.777243455833494
2.0,4,1.0,2.0,0,0,random,0.5,6371,5740,631,2628,2628,1301,3095,0.09904253649348611,0.4578397212543554,0.22665505226480837,1.5224757943750182,0.4622512655539106,0.4822093817458535,1.8943729561170513,-0.13125380836609826,0.48747527512720507,-0.15087930315676587,320.6666666666667,4.038080869662069
2.0,4,1.0,2.0,0,0,systematic,1.0,6345,5733,612,2665,2665,0,3048,0.09645390070921986,0.46485260770975056,0.0,1.502658333348407,0.45255410828581216,0.48453312312011537,1.8667970874433886,-0.11499899878095207,0.49178962865272957,-0.16782036955820126,635.2222222222222,3.369419402075449
2.0,4,1.0,2.0,0,2,none,0.0,6387,5777,610,1134,1134,1134,4614,0.09550649757319556,0.19629565518435174,0.19629565518435174,1.9680386419452793,0.45664160520947533,0.7290857401024183,1.8673485918735002,-0.12462398582203159,1.4042520594918226,0.582885399106081,0.0,3.544366884751266
2.0,4,1.0,2.0,0,2,random,0.5,6341,5754,587,1105,1105,549,4621,0.09257214950323293,0.19204031977754604,0.0954118873826903,1.9633051229420722,0.45181827373275685,0.7194785046842835,1.8512692414971366,-0.12533732977635018,1.4047796294726096,0.5826693084052131,315.22222222222223,3.3253763390129283
2.0,4,1.0,2.0,0,2,systematic,1.0,6387,5777,610,1134,1134,0,4614,0.09550649757319556,0.19629565518435174,0.0,1.9680386419452793,0.45664160520947533,0.7290857401024183,1.8673485918735002,-0.12462398582203159,1.4042520594918226,0.582885399106081,640.2222222222222,3.1067400888883356
2.0,4,1.0,2.0,5,0,none,0.0,6345,6318,27,3111,3111,3111,3183,0.00425531914893617,0.49240265906932573,0.49240265906932573,1.5952293790073857,0.5006074876985396,0.4992837665031926,2.2065402095670748,-0.0012491927625479977,0.5057516710695935,-0.12298243298496904,0.0,4.944774920468714
2.0,4,1.0,2.0,5,0,random,0.5,6290,6265,25,3081,3081,1503,3158,0.00397456279809221,0.49177972865123704,0.23990422984836393,1.5665914173557747,0.49155894845431575,0.49243321064985046,2.1879953512035986,0.05150691409554955,0.5003045151272263,-0.14075058451902894,349.6666666666667,4.109652352682624
2.0,4,1.0,2.0,5,0,systematic,1.0,6345,6318,27,3111,3111,0,3183,0.00425531914893617,0.49240265906932573,0.0,1.5952293790073857,0.5006074876985396,0.4992837665031926,2.2065402095670748,-0.0012491927625479977,0.5057516710695935,-0.12298243298496904,699.7777777777778,3.2820118317077314
2.0,4,1.0,2.0,5,2,none,0.0,6384,6363,21,1600,1600,1600,4734,0.003289473684210526,0.25145371680025147,0.25145371680025147,2.0579290645194956,0.4952925543069363,0.7584497664837316,2.1818522363684467,0.011823482240910366,1.507294933344417,0.6580771050525697,0.0,3.727148043727506
2.0,4,1.0,2.0,5,2,random,0.5,6471,6439,32,1606,1606,800,4792,0.004945139854736517,0.24941761143034633,0.12424289485945023,2.082151013086116,0.5082719135654142,0.7516245001288689,2.2873027590632073,0.06219162892088914,1.5019015792135546,0.6514397131983809,350.6666666666667,3.3330864486153766
2.0,4,1.0,2.0,5,2,systematic,1.0,6384,6363,21,1600,1600,0,4734,0.003289473684210526,0.25145371680025147,0.0,2.0579290645194956,0.4952925543069363,0.7584497664837316,2.1818522363684467,0.011823482240910366,1.507294933344417,0.6580771050525697,705.0,3.023636425419754
2.0,4,2.0,0.5,0,0,none,0.0,6270,6179,91,4968,4968,4968,1195,0.014513556618819777,0.8040135944327561,0.8040135944327561,2.576330265568355,0.23895704705366233,0.7949608998424513,1.0579894573076007,-0.09673659529628605,0.7148335900096655,-0.12231499348987857,0.0,6.50431188089284
2.0,4,2.0,0.5,0,0,random,0.5,6182,6098,84,4777,4777,2358,1305,0.013587835651892591,0.7833715972449984,0.38668415874057066,2.4002280859787124,0.23590619791071937,0.7887802268090858,1.0652700617050477,-0.11791167987140838,0.6924434664709361,-0.149086733610103,341.3333333333333,5.023818928474178
2.0,4,2.0,0.5,0,0,systematic,1.0,6270,6179,91,4968,4968,0,1195,0.014513556618819777,0.8040135944327561,0.0,2.576330265568355,0.23895704705366233,0.7949608998424513,1.0579894573076007,-0.09673659529628605,0.7148335900096655,-0.12231499348987857,685.6666666666666,3.632192055482813
2.0,4,2.0,0.5,0,2,none,0.0,6244,6157,87,4555,4555,4555,1566,0.01393337604099936,0.7398083482215365,0.7398083482215365,5.7304387964173,0.24039734738248988,0.9738336835289052,1.0729557983510303,-0.10975624331531124,2.4926555397614174,1.504775104143015,0.0,6.198058718273411
2.0,4,2.0,0.5,0,2,random,0.5,6254,6176,78,4594,4594,2251,1556,0.012472017908538535,0.7438471502590673,0.3644753886010363,5.8537702523018655,0.24391393981016238,0.9839451185204544,1.0831740032839414,-0.11764016024419845,2.4940372826708987,1.5136524828304267,349.3333333333333,4.870509423248163
2.0,4,2.0,0.5,0,2,systematic,1.0,6244,6157,87,4555,4555,0,1566,0.01393337604099936,0.7398083482215365,0.0,5.7304387964173,0.24039734738248988,0.9738336835289052,1.0729557983510303,-0.10975624331531124,2.4926555397614174,1.504775104143015,683.1111111111111,3.5787710577654743
2.0,4,2.0,0.5,5,0,none,0.0,6234,6234,0,4990,4990,4990,1225,0.0,0.8004491498235483,0.8004491498235483,2.4990108668733186,0.24102350415168874,0.7925196508139062,1.0833948094085293,-0.09634482987559308,0.6991334063304199,-0.12245617966460282,0.0,6.530676187233167
2.0,4,2.0,0.5,5,0,random,0.5,6292,6292,0,5039,5039,2520,1235,0.0,0.8008582326764145,0.4005085823267641,2.550816685754743,0.24643056771436728,0.798268877499727,1.1075543141818531,-0.10488853292152715,0.7134820265362677,-0.13655341783383365,348.44444444444446,5.057398678195735
2.0,4,2.0,0.5,5,0,systematic,1.0,6234,6234,0,4990,4990,0,1225,0.0,0.8004491498235483,0.0,2.4990108668733186,0.24102350415168874,0.7925196508139062,1.0833948094085293,-0.09634482987559308,0.6991334063304199,-0.12245617966460282,691.1111111111111,3.6300471121398226
2.0,4,2.0,0.5,5,2,none,0.0,6217,6217,0,4599,4599,4599,1585,0.0,0.7397458581309313,0.7397458581309313,5.662878804164007,0.2440461457034616,0.9739900058358697,1.0872723806728415,-0.13612795967548938,2.4556620585629343,1.4891355294019926,0.0,6.232109711391061
2.0,4,2.0,0.5,5,2,random,0.5,6317,6317,0,4695,4695,2332,1590,0.0,0.7432325470951401,0.36916257717270856,5.771687374447036,0.24995264753535723,0.9857395008480982,1.1256551683907239,-0.09769796561497453,2.496426616082204,1.5127170716248137,352.3333333333333,4.867567032800314
2.0,4,2.0,0.5,5,2,systematic,1.0,6217,6217,0,4599,4599,0,1585,0.0,0.7397458581309313,0.0,5.662878804164007,0.2440461457034616,0.9739900058358697,1.0872723806728415,-0.13612795967548938,2.4556620585629343,1.4891355294019926,690.0,3.575435402544599
2.0,4,2.0,1.0,0,0,none,0.0,6352,6263,89,4129,4129,4129,2115,0.014011335012594458,0.6592687210601947,0.6592687210601947,1.5140237084839447,0.2483445275469639,0.6738550134265257,1.105662699309198,-0.11041485684590516,0.5762174936906787,-0.11915931657204674,0.0,5.760185129292954
2.0,4,2.0,1.0,0,0,random,0.5,6337,6246,91,4107,4107,2091,2125,0.014360107306296355,0.6575408261287223,0.33477425552353507,1.4811134003440887,0.2474750795694803,0.6585560686564601,1.0959363758179492,-0.12954523056642564,0.5820667786843203,-0.12020491744932195,347.6666666666667,4.6318751673698735
2.0,4,2.0,1.0,0,0,systematic,1.0,6352,6263,89,4129,4129,0,2115,0.014011335012594458,0.6592687210601947,0.0,1.5140237084839447,0.2483445275469639,0.6738550134265257,1.105662699309198,-0.11041485684590516,0.5762174936906787,-0.11915931657204674,694.5555555555555,3.455264489553984
2.0,4,2.0,1.0,0,2,none,0.0,6373,6288,85,3351,3351,3351,2912,0.013337517652596893,0.5329198473282443,0.5329198473282443,2.944490955881263,0.24877522418044348,0.9280267359527186,1.1081747247697011,-0.10949056699993807,2.1348415804387355,1.1805216988654588,0.0,5.12766904518233
2.0,4,2.0,1.0,0,2,random,0.5,6340,6239,101,3272,3272,1596,2932,0.015930599369085172,0.5244430197146979,0.25581022599775605,2.902032725774079,0.24466197114410418,0.9302922071898928,1.0980903671963138,-0.12824852282964586,2.128254448207828,1.1676919689521597,349.1111111111111,4.1889521504699285
2.0,4,2.0,1.0,0,2,systematic,1.0,6373,6288,85,3351,3351,0,2912,0.013337517652596893,0.5329198473282443,0.0,2.944490955881263,0.24877522418044348,0.9280267359527186,1.1081747247697011,-0.10949056699993807,2.1348415804387355,1.1805216988654588,697.8888888888889,3.321251916592091
