lambda,K,mu_s,mu_f,ks,kf,backup_strategy,backup_p,arrivals,accepted,refused_stage1,stage2_refused,blank_pages,permanent_blanks,completed,refused_stage1_rate,blank_pages_rate_given_accepted,permanent_blank_rate_given_accepted,mean_sojourn_weighted,s1_util,s2_util,s1_system_timeavg,s1_queue_timeavg,s2_system_timeavg,s2_queue_timeavg,backups_written,cost_per_arrival
2.0,1,1.0,0.5,5,0,none,0.0,6247,3173,3074,2063,2063,2063,1057,0.4920761965743557,0.6501733375354554,0.6501733375354554,7.452041796008314,0.9840481205925956,0.6526568751156628,4.817706305198103,3.7848399116770515,0.601414793049582,-0.1486351242849572,0.0,3.64430739021023
2.0,1,1.0,0.5,5,0,random,0.5,6307,3214,3093,2131,2131,1065,1035,0.49040748374821624,0.6630367143746111,0.3313627878033603,7.375141734228598,0.989650117607201,0.6701222478984727,4.860100284720531,3.8351789879402114,0.6208529445238352,-0.14642037139310946,174.55555555555554,3.0697471423419618
2.0,1,1.0,0.5,5,0,systematic,1.0,6247,3173,3074,2063,2063,0,1057,0.4920761965743557,0.6501733375354554,0.0,7.452041796008314,0.9840481205925956,0.6526568751156628,4.817706305198103,3.7848399116770515,0.601414793049582,-0.1486351242849572,347.3333333333333,2.4732627010019206
2.0,1,1.0,0.5,5,2,none,0.0,6325,3119,3206,1577,1577,1577,1476,0.5068774703557313,0.5056107726835524,0.5056107726835524,10.573074520910339,0.986647858320991,0.9279057996483377,4.883955081246983,3.867798391038091,2.1358230926002095,1.2086938232443485,0.0,3.2570405052237965
2.0,1,1.0,0.5,5,2,random,0.5,6319,3215,3104,1760,1760,879,1388,0.49121696470960596,0.5474339035769828,0.2734059097978227,10.863196537133362,0.9860967810221793,0.9338757261891517,4.872892316636899,3.8459727841517406,2.2395909777933927,1.2889461277415404,175.88888888888889,2.891741658615587
2.0,1,1.0,0.5,5,2,systematic,1.0,6325,3119,3206,1577,1577,0,1476,0.5068774703557313,0.5056107726835524,0.0,10.573074520910339,0.986647858320991,0.9279057996483377,4.883955081246983,3.867798391038091,2.1358230926002095,1.2086938232443485,341.22222222222223,2.405189490131689
2.0,1,1.0,1.0,0,0,none,0.0,6328,2103,4225,736,736,736,1358,0.6676675094816688,0.34997622444127435,0.34997622444127435,2.281286425386175,0.6526980086715413,0.4508660545411799,0.5866642862515076,-0.11810315206861882,0.45358183323833856,-0.11912182005565566,0.0,2.9121592661985187
2.0,1,1.0,1.0,0,0,random,0.5,6384,2121,4263,717,717,373,1393,0.6677631578947368,0.33804809052333806,0.17586044318717586,2.2568101682618478,0.6697174603215564,0.4352518414435184,0.6009432057171089,-0.1282030326477122,0.4540257448772539,-0.15326043263031788,113.55555555555556,2.7176280603152247
2.0,1,1.0,1.0,0,0,systematic,1.0,6328,2103,4225,736,736,0,1358,0.6676675094816688,0.34997622444127435,0.0,2.281286425386175,0.6526980086715413,0.4508660545411799,0.5866642862515076,-0.11810315206861882,0.45358183323833856,-0.11912182005565566,233.0,2.5474948969461044
2.0,1,1.0,1.0,0,2,none,0.0,6370,2067,4303,162,162,162,1891,0.6755102040816326,0.0783744557329463,0.0783744557329463,2.718195438256735,0.6634243216183815,0.6088490061154329,0.5911942624212772,-0.12279307669072069,1.0285281785258684,0.2570524384072176,0.0,2.467576257027953
2.0,1,1.0,1.0,0,2,random,0.5,6287,2130,4157,183,183,101,1928,0.6612056624781295,0.08591549295774648,0.047417840375586856,2.7686324200501455,0.6517761428054079,0.6338755733102658,0.5786116749524639,-0.13711285814952512,1.1239369617300197,0.3729416507921062,118.77777777777777,2.4696774384211224
2.0,1,1.0,1.0,0,2,systematic,1.0,6370,2067,4303,162,162,0,1891,0.6755102040816326,0.0783744557329463,0.0,2.718195438256735,0.6634243216183815,0.6088490061154329,0.5911942624212772,-0.12279307669072069,1.0285281785258684,0.2570524384072176,229.0,2.4630215123561054
2.0,1,1.0,1.0,5,0,none,0.0,6319,3139,3180,1543,1543,1543,1547,0.5032441842063617,0.49155782096208983,0.49155782096208983,6.541078894986027,0.9853639037494278,0.4950783356780698,4.881185474192184,3.8653597821371317,0.4866588865469655,-0.21065004997764758,0.0,3.2258161363406987
2.0,1,1.0,1.0,5,0,random,0.5,6280,3245,3035,1625,1625,818,1572,0.48328025477707004,0.5007704160246533,0.2520801232665639,6.315469103253577,0.9863286619381052,0.5098265350661918,4.857031358935542,3.8342816587843824,0.48853483861919744,-0.22912850416041516,177.77777777777777,2.82844804632857
2.0,1,1.0,1.0,5,0,systematic,1.0,6319,3139,3180,1543,1543,0,1547,0.5032441842063617,0.49155782096208983,0.0,6.541078894986027,0.9853639037494278,0.4950783356780698,4.881185474192184,3.8653597821371317,0.4866588865469655,-0.21065004997764758,344.0,2.394774654451932
2.0,1,1.0,1.0,5,2,none,0.0,6286,3190,3096,751,751,751,2377,0.4925230671333121,0.235423197492163,0.235423197492163,7.320103598055822,0.9858677216476455,0.7527399677041413,4.880442838796076,3.843220172312443,1.4916027316864218,0.6487947962493127,0.0,2.584820046580941
2.0,1,1.0,1.0,5,2,random,0.5,6253,3190,3063,757,757,368,2366,0.4898448744602591,0.2373040752351097,0.11536050156739812,7.400761774352251,0.9903631228082467,0.7324790508401021,4.933305081662153,3.8953822346820157,1.4355460152104111,0.638688278854143,173.0,2.4196010897571396
2.0,1,1.0,1.0,5,2,systematic,1.0,6286,3190,3096,751,751,0,2377,0.4925230671333121,0.235423197492163,0.0,7.320103598055822,0.9858677216476455,0.7527399677041413,4.880442838796076,3.843220172312443,1.4916027316864218,0.6487947962493127,349.3333333333333,2.2567469795693285
2.0,1,1.0,2.0,0,0,none,0.0,6320,2094,4226,352,352,352,1732,0.6686708860759494,0.16809933142311365,0.16809933142311365,1.6349915538608366,0.6534641462623437,0.2813191064572072,0.5967356922713044,-0.12521858728863974,0.40660249388109626,-0.14099210779276697,0.0,2.612446257898259
2.0,1,1.0,2.0,0,0,random,0.5,6345,2134,4211,368,368,175,1759,0.663672182821119,0.1724461105904405,0.08200562324273665,1.6308706407798528,0.671945322740535,0.27737185452912116,0.5851147200487822,-0.11602412303491355,0.398474754632351,-0.12863214426489694,117.55555555555556,2.539361634480778
2.0,1,1.0,2.0,0,0,systematic,1.0,6320,2094,4226,352,352,0,1732,0.6686708860759494,0.16809933142311365,0.0,1.6349915538608366,0.6534641462623437,0.2813191064572072,0.5967356922713044,-0.12521858728863974,0.40660249388109626,-0.14099210779276697,231.77777777777777,2.4897543236933295
2.0,1,1.0,2.0,0,2,none,0.0,6210,2132,4078,20,20,20,2102,0.656682769726248,0.009380863039399626,0.009380863039399626,1.5802136720470208,0.6461603357990623,0.33446268285929637,0.5620942662325885,-0.1305899748697618,0.5356406749611269,-0.026470390189969554,0.0,2.3446318868517926
2.0,1,1.0,2.0,0,2,random,0.5,6368,2132,4236,14,14,6,2110,0.6652010050251256,0.006566604127579738,0.0028142589118198874,1.627107066996697,0.6719376117420457,0.335319329406516,0.5828157798608266,-0.10626220079997135,0.5164860606632478,-0.015094600137816395,119.22222222222223,2.3767746014602196
2.0,1,1.0,2.0,0,2,systematic,1.0,6210,2132,4078,20,20,0,2102,0.656682769726248,0.009380863039399626,0.0,1.5802136720470208,0.6461603357990623,0.33446268285929637,0.5620942662325885,-0.1305899748697618,0.5356406749611269,-0.026470390189969554,236.22222222222223,2.4345072892533386
2.0,1,1.0,2.0,5,0,none,0.0,6370,3110,3260,1011,1011,1011,2052,0.5117739403453689,0.32508038585209004,0.32508038585209004,6.00021525812059,0.9909276134520619,0.32431023503980544,4.939804811617529,3.907086393788523,0.4256442206917519,-0.12290345532771123,0.0,2.8072393056920637
2.0,1,1.0,2.0,5,0,random,0.5,6335,3213,3122,1077,1077,536,2086,0.49281767955801103,0.3352007469654528,0.1668222844693433,5.710756990554538,0.9868093434319781,0.3439711404208732,4.863832535099508,3.8175197778365066,0.42620767285845507,-0.12704236902223434,173.55555555555554,2.563708746890457
2.0,1,1.0,2.0,5,0,systematic,1.0,6370,3110,3260,1011,1011,0,2052,0.5117739403453689,0.32508038585209004,0.0,6.00021525812059,0.9909276134520619,0.32431023503980544,4.939804811617529,3.907086393788523,0.4256442206917519,-0.12290345532771123,340.6666666666667,2.3157628944881403
2.0,1,1.0,2.0,5,2,none,0.0,6211,3163,3048,160,160,160,2953,0.4907422315247142,0.05058488776478027,0.05058488776478027,5.867822588186201,0.9889100290290936,0.4507334640619157,4.85817728136685,3.815421563509851,0.8290514512986389,0.12096880191302972,0.0,2.124519937689736
2.0,1,1.0,2.0,5,2,random,0.5,6387,3194,3193,223,223,112,2915,0.49992171598559576,0.06981840951784596,0.03506574827802129,5.933740006652404,0.9879086290959376,0.4720593214345066,4.916797215174531,3.8680005348136484,0.8702001713777308,0.15186785207653178,174.0,2.1650211078573296
2.0,1,1.0,2.0,5,2,systematic,1.0,6211,3163,3048,160,160,0,2953,0.4907422315247142,0.05058488776478027,0.0,5.867822588186201,0.9889100290290936,0.4507334640619157,4.85817728136685,3.815421563509851,0.8290514512986389,0.12096880191302972,346.22222222222223,2.1713291041150002
2.0,1,2.0,0.5,0,0,none,0.0,6324,3158,3166,2040,2040,2040,1108,0.5006325110689437,0.6459784673844206,0.6459784673844206,2.689904089037307,0.5026968882548472,0.7114746607023386,0.5013856403313474,-0.12428287937458303,0.6352250696302498,-0.1576137844082407,0.0,3.611810306000984
2.0,1,2.0,0.5,0,0,random,0.5,6302,3168,3134,2020,2020,979,1137,0.4973024436686766,0.6376262626262627,0.3090277777777778,2.6491694763816005,0.5029123138376322,0.7156590532684572,0.49226946359133006,-0.1274110084800844,0.62901146437571,-0.1622225760381667,181.66666666666666,3.0143084933363227
2.0,1,2.0,0.5,0,0,systematic,1.0,6324,3158,3166,2040,2040,0,1108,0.5006325110689437,0.6459784673844206,0.0,2.689904089037307,0.5026968882548472,0.7114746607023386,0.5013856403313474,-0.12428287937458303,0.6352250696302498,-0.1576137844082407,350.44444444444446,2.4704228872197365
2.0,1,2.0,0.5,0,2,none,0.0,6371,3119,3252,1557,1557,1557,1535,0.5104379218333072,0.4991984610452068,0.4991984610452068,5.410120880924679,0.5107791314729618,0.951474445195479,0.4886777805813937,-0.13678305116886053,2.227878391905369,1.2379846944075952,0.0,3.232490666955817
2.0,1,2.0,0.5,0,2,random,0.5,6310,3185,3125,1686,1686,833,1475,0.49524564183835185,0.5293563579277865,0.26153846153846155,5.63246179439105,0.49687939277074633,0.9523271438129702,0.4864059494332847,-0.1321189356655862,2.288228771657399,1.319311228222701,179.55555555555554,2.8609976671554294
2.0,1,2.0,0.5,0,2,systematic,1.0,6371,3119,3252,1557,1557,0,1535,0.5104379218333072,0.4991984610452068,0.0,5.410120880924679,0.5107791314729618,0.951474445195479,0.4886777805813937,-0.13678305116886053,2.227878391905369,1.2379846944075952,346.3333333333333,2.4013561800092593
2.0,1,2.0,0.5,5,0,none,0.0,6313,5364,949,4098,4098,4098,1239,0.1503247267543165,0.7639821029082774,0.7639821029082774,3.884856110475604,0.846568670555991,0.7681646578311301,2.9954174384647914,2.0708918619912704,0.6881520988613372,-0.11606750744088844,0.0,4.545972553776139
2.0,1,2.0,0.5,5,0,random,0.5,6445,5520,925,4228,4228,2127,1258,0.143522110162917,0.7659420289855072,0.38532608695652176,3.8873715659851467,0.867158021693022,0.7760916068825194,3.0651129272956004,2.1150789692317926,0.6927536009799583,-0.14053785795106732,303.0,3.368362223855156
2.0,1,2.0,0.5,5,0,systematic,1.0,6313,5364,949,4098,4098,0,1239,0.1503247267543165,0.7639821029082774,0.0,3.884856110475604,0.846568670555991,0.7681646578311301,2.9954174384647914,2.0708918619912704,0.6881520988613372,-0.11606750744088844,593.7777777777778,2.2026480552849157
2.0,1,2.0,0.5,5,2,none,0.0,6394,5430,964,3807,3807,3807,1569,0.15076634344698153,0.7011049723756906,0.7011049723756906,7.292645273213793,0.8646056861623796,0.9772397579467954,3.063518162837208,2.1489210698477503,2.4765741460873163,1.5072318113368193,0.0,4.263454802222598
2.0,1,2.0,0.5,5,2,random,0.5,6334,5483,851,3832,3832,1918,1598,0.13435427849700032,0.69888747036294,0.34980849899689953,7.024983651076565,0.8584211467646409,0.9791553101857515,2.9750969727072105,2.0663681236879246,2.426998042275601,1.451067525071991,302.77777777777777,3.2071609315898546
2.0,1,2.0,0.5,5,2,systematic,1.0,6394,5430,964,3807,3807,0,1569,0.15076634344698153,0.7011049723756906,0.0,7.292645273213793,0.8646056861623796,0.9772397579467954,3.063518162837208,2.1489210698477503,2.4765741460873163,1.5072318113368193,600.0,2.1360277845557674
2.0,1,2.0,1.0,0,0,none,0.0,6309,3189,3120,1448,1448,1448,1730,0.4945316214931051,0.45406083411727816,0.45406083411727816,1.6658043375677873,0.4921920635867928,0.5764996988146986,0.4962865248216308,-0.13310990755253238,0.5412018935353414,-0.14105141735926063,0.0,3.1352580141096578
2.0,1,2.0,1.0,0,0,random,0.5,6284,3185,3099,1391,1391,672,1782,0.49315722469764484,0.43673469387755104,0.210989010989011,1.5992675415605373,0.49957048208173493,0.5592704503623243,0.5057526029908176,-0.1344202085267544,0.5348411156309515,-0.1271398393009168,179.33333333333334,2.7151066003999023
2.0,1,2.0,1.0,0,0,systematic,1.0,6309,3189,3120,1448,1448,0,1730,0.4945316214931051,0.45406083411727816,0.0,1.6658043375677873,0.4921920635867928,0.5764996988146986,0.4962865248216308,-0.13310990755253238,0.5412018935353414,-0.14105141735926063,353.8888888888889,2.368976566774425
2.0,1,2.0,1.0,0,2,none,0.0,6337,3139,3198,629,629,629,2487,0.5046551996212719,0.2003822873526601,0.2003822873526601,2.505931258110206,0.5031854510433535,0.7821304338237821,0.5152665160119219,-0.1494682290535667,1.4859398718250478,0.6443653756278273,0.0,2.4991527348674065
2.0,1,2.0,1.0,0,2,random,0.5,6324,3164,3160,629,629,314,2519,0.49968374446552816,0.19879898862199746,0.09924146649810367,2.5070767039482162,0.4951837076724757,0.7993134366592002,0.5059544128732196,-0.12680124810225601,1.5356626702171023,0.6684764971770978,177.0,2.3698284953533
2.0,1,2.0,1.0,0,2,systematic,1.0,6337,3139,3198,629,629,0,2487,0.5046551996212719,0.2003822873526601,0.0,2.505931258110206,0.5031854510433535,0.7821304338237821,0.5152665160119219,-0.1494682290535667,1.4859398718250478,0.6443653756278273,348.22222222222223,2.2514699418602095
2.0,1,2.0,1.0,5,0,none,0.0,6332,5423,909,3370,3370,3370,2015,0.14355653821857234,0.6214272542872948,0.6214272542872948,2.8759172879536337,0.8508705511683945,0.6395770480854681,2.9534845551218876,2.031715756532998,0.5602551892616039,-0.12110419522371095,0.0,3.9457422433666554
