job_id,population,arrival_t,accepted,refused_reason,s1_start_t,s1_end_t,s2_start_t,s2_end_t,stage2_refused,backed_up,lost_result
1307,ALL,265.6348777015,True,,269.0315277817766,269.0999298459902,,,True,False,True
1308,ALL,265.8029198231398,False,stage1_full,,,,,False,False,False
1309,ALL,265.89387583092565,False,stage1_full,,,,,False,False,False
1310,ALL,266.1236099731446,False,stage1_full,,,,,False,False,False
1311,ALL,266.41131785829504,False,stage1_full,,,,,False,False,False
1312,ALL,267.0291198916055,True,,269.0999298459902,270.409109020194,271.74228520126906,271.7873222199345,False,False,False
1313,ALL,267.0431041025871,False,stage1_full,,,,,False,False,False
1314,ALL,267.1039166103803,False,stage1_full,,,,,False,False,False
1315,ALL,267.1120449421069,False,stage1_full,,,,,False,False,False
1316,ALL,267.1245198050968,False,stage1_full,,,,,False,False,False
1317,ALL,267.43597430383176,False,stage1_full,,,,,False,False,False
1318,ALL,267.5772656173048,False,stage1_full,,,,,False,False,False
1319,ALL,267.77534496368185,True,,269.1835985524702,269.24324871475113,,,True,False,True
1320,ALL,268.0173502743665,False,stage1_full,,,,,False,False,False
1321,ALL,268.0345550789759,False,stage1_full,,,,,False,False,False
1322,ALL,268.18837282782613,False,stage1_full,,,,,False,False,False
1323,ALL,268.2533714685401,False,stage1_full,,,,,False,False,False
1324,ALL,268.3275572169629,True,,269.24324871475113,269.84723520729085,,,True,False,True
1325,ALL,268.65767179249224,True,,269.84723520729085,269.97443583233144,,,True,False,True
1326,ALL,268.85885703718077,False,stage1_full,,,,,False,False,False
1327,ALL,269.21864584350214,True,,269.97443583233144,270.1533623160363,,,True,False,True
1328,ALL,269.33264903606505,True,,270.1533623160363,270.89361234681047,,,True,True,False
1329,ALL,269.40665609954533,True,,270.409109020194,270.7221287113005,,,True,False,True
1330,ALL,269.67737778949027,True,,270.7221287113005,270.7519244803245,,,True,True,False
1331,ALL,269.9472994534852,True,,270.7519244803245,271.06935205627474,,,True,False,True
1332,ALL,270.1890962622287,True,,270.89361234681047,271.75317232157414,272.42553546150083,274.37384487071614,False,True,False
1333,ALL,270.2256316952379,True,,271.06935205627474,271.67668450128053,271.7873222199345,272.42553546150083,False,True,False
1334,ALL,270.2527797430139,False,stage1_full,,,,,False,False,False
1335,ALL,270.55662970859487,True,,271.67668450128053,272.95962249768525,274.37384487071614,274.9995094517875,False,False,False
1336,ALL,270.85181251674084,True,,271.75317232157414,273.74042487587144,274.9995094517875,275.36178477327496,False,False,False
1337,ALL,271.1009960804973,True,,272.95962249768525,274.30926030764016,,,True,True,False
1338,ALL,271.23946957972043,True,,273.74042487587144,274.43766229518377,275.36178477327496,276.84288779696226,False,False,False
1339,ALL,271.40682050017455,True,,274.30926030764016,277.3901019309579,,,True,True,False
1340,ALL,271.49849489706367,False,stage1_full,,,,,False,False,False
1341,ALL,271.5202135809079,False,stage1_full,,,,,False,False,False
1342,ALL,271.6908356004162,True,,274.43766229518377,274.7693754928855,,,True,False,True
1343,ALL,271.83302651339534,True,,274.7693754928855,275.165832677026,276.84288779696226,279.85862406581185,False,False,False
1344,ALL,271.92959711115583,False,stage1_full,,,,,False,False,False
1345,ALL,271.96212081998675,False,stage1_full,,,,,False,False,False
1346,ALL,272.49731510567847,False,stage1_full,,,,,False,False,False
1347,ALL,272.6582939543829,False,stage1_full,,,,,False,False,False
1348,ALL,273.148853889152,True,,275.165832677026,275.7893170329846,279.85862406581185,280.12882219015427,False,True,False
1349,ALL,273.2265170930753,False,stage1_full,,,,,False,False,False
1350,ALL,273.33417584781637,False,stage1_full,,,,,False,False,False
1351,ALL,273.58897474695266,False,stage1_full,,,,,False,False,False
1352,ALL,273.6522618392445,False,stage1_full,,,,,False,False,False
1353,ALL,273.66847935507633,False,stage1_full,,,,,False,False,False
1354,ALL,273.76177992127185,True,,275.7893170329846,277.2184446612186,280.12882219015427,280.5071716461556,False,True,False
1355,ALL,273.8013102583465,False,stage1_full,,,,,False,False,False
1356,ALL,274.12758359787506,False,stage1_full,,,,,False,False,False
1357,ALL,274.9246514677531,True,,277.2184446612186,278.5175161442004,,,True,False,True
1358,ALL,274.9262516871805,True,,277.3901019309579,278.1447298889835,,,True,True,False
1359,ALL,274.97104825622836,True,,278.1447298889835,279.38831873021985,,,True,True,False
1360,ALL,275.1369822319986,False,stage1_full,,,,,False,False,False
1361,ALL,275.33193445171935,True,,278.5175161442004,281.0593030725101,281.0593030725101,281.6867657246685,False,True,False
1362,ALL,275.4679256358732,False,stage1_full,,,,,False,False,False
1363,ALL,275.51141321376235,False,stage1_full,,,,,False,False,False
1364,ALL,275.9728187977652,True,,279.38831873021985,279.47704330208995,,,True,False,True
1365,ALL,275.9740984594333,False,stage1_full,,,,,False,False,False
1366,ALL,276.07963724875526,False,stage1_full,,,,,False,False,False
1367,ALL,276.13269035545505,False,stage1_full,,,,,False,False,False
1368,ALL,276.21774955412405,False,stage1_full,,,,,False,False,False
1369,ALL,276.5837340631059,False,stage1_full,,,,,False,False,False
1370,ALL,277.0031714588532,False,stage1_full,,,,,False,False,False
1371,ALL,277.00346408092514,False,stage1_full,,,,,False,False,False
1372,ALL,277.2176462979239,False,stage1_full,,,,,False,False,False
1373,ALL,277.5957493173476,True,,279.47704330208995,279.6203524561768,,,True,False,True
1374,ALL,277.73121545279,True,,279.6203524561768,279.6981307542527,,,True,False,True
1375,ALL,277.7435682104504,False,stage1_full,,,,,False,False,False
1376,ALL,278.9026997496867,True,,279.6981307542527,280.2690299988927,280.5071716461556,280.8245652631633,False,False,False
1377,ALL,279.0493932842291,True,,280.2690299988927,281.4754244207073,281.7279313283288,283.5353614492804,False,True,False
1378,ALL,279.2907532500143,False,stage1_full,,,,,False,False,False
1379,ALL,279.38395301356184,False,stage1_full,,,,,False,False,False
1380,ALL,280.1181985680604,True,,281.0593030725101,281.22820770175565,281.6867657246685,281.7279313283288,False,True,False
1381,ALL,280.1786875874288,True,,281.22820770175565,284.5702324964769,287.4145835235409,288.9985790767192,False,False,False
1382,ALL,280.50139366446604,True,,281.4754244207073,281.60315956562727,,,True,False,True
1383,ALL,280.57795571588105,True,,281.60315956562727,283.3540843629478,283.5353614492804,283.8228470453303,False,False,False
1384,ALL,280.5934804541424,True,,283.3540843629478,283.8722572895719,283.8722572895719,285.646406721088,False,True,False
1385,ALL,280.63878847332154,False,stage1_full,,,,,False,False,False
1386,ALL,280.9415567393862,False,stage1_full,,,,,False,False,False
1387,ALL,281.11731143497195,True,,283.8722572895719,284.0228395562505,285.646406721088,287.4145835235409,False,True,False
1388,ALL,281.22165927779565,False,stage1_full,,,,,False,False,False
1389,ALL,281.3752009038468,True,,284.0228395562505,288.0722434962123,289.19680549637843,289.4440114748602,False,False,False
1390,ALL,281.4489237241991,False,stage1_full,,,,,False,False,False
1391,ALL,281.5105028371482,True,,284.5702324964769,285.60498309968915,,,True,False,True
1392,ALL,281.7422102306295,True,,285.60498309968915,285.74285710668295,288.9985790767192,289.19680549637843,False,False,False
1393,ALL,281.8216482167015,False,stage1_full,,,,,False,False,False
1394,ALL,281.8407771026675,False,stage1_full,,,,,False,False,False
1395,ALL,281.89783909082695,False,stage1_full,,,,,False,False,False
1396,ALL,281.9857705277592,False,stage1_full,,,,,False,False,False
1397,ALL,282.12985762647804,False,stage1_full,,,,,False,False,False
1398,ALL,282.3559917959972,False,stage1_full,,,,,False,False,False
1399,ALL,282.41625789874894,False,stage1_full,,,,,False,False,False
1400,ALL,283.35130391851635,False,stage1_full,,,,,False,False,False
1401,ALL,283.3576189965861,True,,285.74285710668295,285.78649171862503,,,True,False,True
1402,ALL,283.63334650426236,False,stage1_full,,,,,False,False,False
1403,ALL,283.7573419263218,False,stage1_full,,,,,False,False,False
1404,ALL,284.08316472438213,True,,285.78649171862503,285.9704015865925,,,True,True,False
1405,ALL,284.4302482059649,True,,285.9704015865925,286.4729262393179,,,True,False,True
1406,ALL,284.52336759457904,False,stage1_full,,,,,False,False,False
1407,ALL,284.72237895103706,True,,286.4729262393179,286.8012283187474,,,True,False,True
1408,ALL,284.7822814807074,False,stage1_full,,,,,False,False,False
1409,ALL,285.1173405056278,False,stage1_full,,,,,False,False,False
1410,ALL,285.1217487691654,False,stage1_full,,,,,False,False,False
1411,ALL,285.1350776175111,False,stage1_full,,,,,False,False,False
1412,ALL,285.6006501608083,False,stage1_full,,,,,False,False,False
1413,ALL,285.71784310252383,True,,286.8012283187474,287.3322433953204,,,True,False,True
1414,ALL,285.79840180589713,True,,287.3322433953204,288.07839914736286,,,True,False,True
1415,ALL,286.14324298221595,True,,288.0722434962123,289.59511739641766,294.3341240169782,297.2821855158839,False,False,False
1416,ALL,286.37314806070555,True,,288.07839914736286,288.8647978015925,,,True,False,True
1417,ALL,286.41109155943155,False,stage1_full,,,,,False,False,False
1418,ALL,286.4594335550581,False,stage1_full,,,,,False,False,False
1419,ALL,286.5008755667449,True,,288.8647978015925,289.56274298526995,289.56274298526995,294.3341240169782,False,True,False
1420,ALL,286.507928361318,False,stage1_full,,,,,False,False,False
1421,ALL,286.7010122401276,False,stage1_full,,,,,False,False,False
1422,ALL,286.7574277427351,False,stage1_full,,,,,False,False,False
1423,ALL,286.8273690736695,True,,289.56274298526995,291.0702485173714,,,True,True,False
1424,ALL,286.8399525755127,False,stage1_full,,,,,False,False,False
1425,ALL,286.9055911728738,False,stage1_full,,,,,False,False,False
1426,ALL,286.9351139948363,False,stage1_full,,,,,False,False,False
1427,ALL,286.9796072026784,False,stage1_full,,,,,False,False,False
1428,ALL,287.41156842436385,True,,289.59511739641766,290.34893282017197,297.2821855158839,298.7710287881281,False,True,False
1429,ALL,287.7356359267027,False,stage1_full,,,,,False,False,False
1430,ALL,288.64508441582944,True,,290.34893282017197,293.99781731222924,,,True,True,False
1431,ALL,289.13271273214554,True,,291.0702485173714,292.13987815433177,,,True,False,True
1432,ALL,289.2095153732124,True,,292.13987815433177,292.3875854211627,,,True,False,True
1433,ALL,289.66173641689676,True,,292.3875854211627,293.98406114383585,,,True,False,True
1434,ALL,291.22943986574785,True,,293.98406114383585,295.6250424871856,298.7710287881281,298.87753681768453,False,False,False
1435,ALL,291.5683139687266,True,,293.99781731222924,296.4509928118508,,,True,True,False
1436,ALL,292.06672314158413,True,,295.6250424871856,297.7589517027762,298.87753681768453,299.0489230469337,False,False,False
1437,ALL,292.07822961251406,False,stage1_full,,,,,False,False,False
1438,ALL,293.2031526367165,True,,296.4509928118508,296.6759685197295,,,True,False,True
1439,ALL,293.56869910007657,True,,296.6759685197295,299.1865719700145,299.1865719700145,300.23405473479244,False,False,False
1440,ALL,293.9418503711065,False,stage1_full,,,,,False,False,False
1441,ALL,293.98059168346794,False,stage1_full,,,,,False,False,False
1442,ALL,294.16014412801576,True,,297.7589517027762,299.72985793325824,300.23405473479244,300.4866750047172,False,False,False
1443,ALL,294.4013129076629,True,,299.1865719700145,300.75603236439764,300.75603236439764,302.06104523813525,False,True,False
1444,ALL,294.56715508555084,False,stage1_full,,,,,False,False,False
1445,ALL,294.73276934417385,False,stage1_full,,,,,False,False,False
1446,ALL,294.7744778931527,False,stage1_full,,,,,False,False,False
1447,ALL,295.659151152529,True,,299.72985793325824,300.9125925343333,302.06104523813525,302.98332554035426,False,False,False
1448,ALL,295.73308960513174,False,stage1_full,,,,,False,False,False
1449,ALL,295.86792973420097,False,stage1_full,,,,,False,False,False
1450,ALL,295.88684844443696,False,stage1_full,,,,,False,False,False
1451,ALL,295.9398039523536,False,stage1_full,,,,,False,False,False
1452,ALL,295.98919105758216,False,stage1_full,,,,,False,False,False
1453,ALL,296.1386899851078,False,stage1_full,,,,,False,False,False
1454,ALL,296.1388267311226,False,stage1_full,,,,,False,False,False
1455,ALL,296.63878089254143,True,,300.75603236439764,301.92238329585166,302.98332554035426,303.2329353158008,False,True,False
1456,ALL,296.8911984978283,True,,300.9125925343333,303.8826211914098,303.8826211914098,304.1544245671466,False,False,False
1457,ALL,296.96938932193996,False,stage1_full,,,,,False,False,False
1458,ALL,296.9738206318935,False,stage1_full,,,,,False,False,False
1459,ALL,297.15049299713394,False,stage1_full,,,,,False,False,False
1460,ALL,297.648816776408,False,stage1_full,,,,,False,False,False
1461,ALL,298.02360281817215,True,,301.92238329585166,305.2800598085154,306.3200364147004,308.3155098221295,False,True,False
1462,ALL,298.1171531012757,False,stage1_full,,,,,False,False,False
1463,ALL,298.68635094893625,False,stage1_full,,,,,False,False,False
1464,ALL,298.7870532902116,False,stage1_full,,,,,False,False,False
1465,ALL,298.8588932455771,False,stage1_full,,,,,False,False,False
1466,ALL,298.88823432792685,False,stage1_full,,,,,False,False,False
1467,ALL,299.4822220186058,True,,303.8826211914098,304.034192463611,304.1544245671466,306.3200364147004,False,True,False
1468,ALL,299.52050319858995,False,stage1_full,,,,,False,False,False
1469,ALL,300.2136049208487,True,,304.034192463611,308.0728935388692,308.41323807704117,309.31471543090703,False,False,False
1470,ALL,300.5228898371687,False,stage1_full,,,,,False,False,False
1471,ALL,300.7006979964431,False,stage1_full,,,,,False,False,False
1472,ALL,300.73925763677795,False,stage1_full,,,,,False,False,False
1473,ALL,300.81255168316625,True,,305.2800598085154,305.5882336648427,308.3155098221295,308.41323807704117,False,False,False
1474,ALL,301.4069083700653,True,,305.5882336648427,309.0652918265744,309.31471543090703,309.5448212586153,False,False,False
1475,ALL,302.4397751544553,True,,308.0728935388692,309.3896061869163,309.8754429459486,310.96021217150405,False,False,False
1476,ALL,302.94753341359296,False,stage1_full,,,,,False,False,False
1477,ALL,303.633031535041,False,stage1_full,,,,,False,False,False
1478,ALL,303.7997665314825,False,stage1_full,,,,,False,False,False
1479,ALL,304.35170195819774,True,,309.0652918265744,309.2456120211448,309.5448212586153,309.8754429459486,False,True,False
1480,ALL,304.37028429266803,True,,309.2456120211448,309.41652345448455,,,True,False,True
1481,ALL,304.6171472002901,False,stage1_full,,,,,False,False,False
1482,ALL,304.82097956331893,False,stage1_full,,,,,False,False,False
1483,ALL,305.25644074623426,False,stage1_full,,,,,False,False,False
1484,ALL,305.37478640710276,True,,309.3896061869163,309.60030778334476,310.96021217150405,311.5858090387193,False,False,False
1485,ALL,305.388826866197,False,stage1_full,,,,,False,False,False
1486,ALL,305.448146659283,False,stage1_full,,,,,False,False,False
1487,ALL,305.47101224683377,False,stage1_full,,,,,False,False,False
1488,ALL,305.47126864260946,False,stage1_full,,,,,False,False,False
1489,ALL,305.56880022455994,False,stage1_full,,,,,False,False,False
1490,ALL,305.8325905505255,True,,309.41652345448455,310.6967946959895,,,True,False,True
1491,ALL,305.968471752785,False,stage1_full,,,,,False,False,False
1492,ALL,306.0636640450997,False,stage1_full,,,,,False,False,False
1493,ALL,306.22160622001525,False,stage1_full,,,,,False,False,False
1494,ALL,306.24299603305934,False,stage1_full,,,,,False,False,False
1495,ALL,306.3735849807964,False,stage1_full,,,,,False,False,False
1496,ALL,306.58410421057107,False,stage1_full,,,,,False,False,False
1497,ALL,306.8165171492388,False,stage1_full,,,,,False,False,False
1498,ALL,306.85202133172817,False,stage1_full,,,,,False,False,False
1499,ALL,306.86733478360907,False,stage1_full,,,,,False,False,False
1500,ALL,307.24118709424516,False,stage1_full,,,,,False,False,False
1501,ALL,307.31107266580216,False,stage1_full,,,,,False,False,False
1502,ALL,307.38782813754375,False,stage1_full,,,,,False,False,False
1503,ALL,307.9937361369906,False,stage1_full,,,,,False,False,False
1504,ALL,308.00915563386104,False,stage1_full,,,,,False,False,False
1505,ALL,308.046446901263,False,stage1_full,,,,,False,False,False
1506,ALL,308.1405942037164,True,,309.60030778334476,309.6512174071733,,,True,False,True
1507,ALL,308.59739432188445,False,stage1_full,,,,,False,False,False
1508,ALL,308.7875939085422,False,stage1_full,,,,,False,False,False
1509,ALL,308.9194345919394,False,stage1_full,,,,,False,False,False
1510,ALL,308.9257313226902,False,stage1_full,,,,,False,False,False
1511,ALL,309.4967246483172,True,,309.6512174071733,309.8179687330105,,,True,True,False
1512,ALL,309.55837366333236,True,,309.8179687330105,310.37589637220117,311.5858090387193,312.3923531767104,False,False,False
1513,ALL,309.6126168827377,True,,310.37589637220117,310.7445765198259,,,True,False,True
1514,ALL,309.9789513891851,True,,310.6967946959895,311.3683698589219,312.3923531767104,313.1591779247853,False,True,False
1515,ALL,310.16231732860996,True,,310.7445765198259,310.9489979545203,,,True,True,False
1516,ALL,310.2068647555827,True,,310.9489979545203,311.53918298062274,,,True,False,True
1517,ALL,310.2120792854734,True,,311.3683698589219,312.46939042256133,313.1591779247853,315.4663240180615,False,False,False
1518,ALL,310.2495458298264,False,stage1_full,,,,,False,False,False
1519,ALL,310.3185548157948,False,stage1_full,,,,,False,False,False
1520,ALL,310.33565247123124,False,stage1_full,,,,,False,False,False
1521,ALL,310.7069364859588,True,,311.53918298062274,315.06953974347454,,,True,False,True
1522,ALL,310.72604864126015,True,,312.46939042256133,313.1134129960687,315.4663240180615,316.4531075284864,False,False,False
1523,ALL,310.8831564187672,True,,313.1134129960687,314.36624591396674,316.4531075284864,316.52247041811654,False,False,False
1524,ALL,310.9753736531891,True,,314.36624591396674,314.55605016377945,,,True,True,False
1525,ALL,311.02667294879217,False,stage1_full,,,,,False,False,False
1526,ALL,311.08922151084516,False,stage1_full,,,,,False,False,False
1527,ALL,311.1019456981554,False,stage1_full,,,,,False,False,False
1528,ALL,311.3810007254134,True,,314.55605016377945,316.2087125445693,,,True,False,True
1529,ALL,311.465256031869,False,stage1_full,,,,,False,False,False
1530,ALL,311.621192786727,True,,315.06953974347454,315.62010270596886,316.52247041811654,317.0288973874247,False,True,False
1531,ALL,311.98870802811206,False,stage1_full,,,,,False,False,False
1532,ALL,312.3299035340013,False,stage1_full,,,,,False,False,False
1533,ALL,312.4383778261663,False,stage1_full,,,,,False,False,False
1534,ALL,312.84169974190155,True,,315.62010270596886,317.4165217261191,317.4165217261191,317.9605488608279,False,False,False
1535,ALL,312.9710525931788,False,stage1_full,,,,,False,False,False
1536,ALL,312.98750188078407,False,stage1_full,,,,,False,False,False
1537,ALL,313.4536518889631,True,,316.2087125445693,318.6256370737008,318.6256370737008,319.04703216072073,False,False,False
1538,ALL,313.7759903159409,False,stage1_full,,,,,False,False,False
1539,ALL,314.0023423801261,False,stage1_full,,,,,False,False,False
1540,ALL,314.1960029814537,False,stage1_full,,,,,False,False,False
1541,ALL,314.2216337284623,False,stage1_full,,,,,False,False,False
1542,ALL,314.50472791039493,True,,317.4165217261191,318.39218548619385,318.39218548619385,318.49864709986593,False,False,False
1543,ALL,315.2210192476988,True,,318.39218548619385,320.98149533347197,,,True,False,True
1544,ALL,315.3353444076898,True,,318.6256370737008,318.96263944648774,319.04703216072073,319.98519859063646,False,False,False
1545,ALL,316.51597850342375,True,,318.96263944648774,319.62736398899887,319.98519859063646,322.52141937173855,False,True,False
1546,ALL,316.61421550828885,True,,319.62736398899887,320.03007400945023,322.52141937173855,324.63613657863044,False,False,False
1547,ALL,316.693158173149,False,stage1_full,,,,,False,False,False
1548,ALL,316.75780643327596,False,stage1_full,,,,,False,False,False
1549,ALL,316.8803622976105,False,stage1_full,,,,,False,False,False
1550,ALL,317.29381154453745,False,stage1_full,,,,,False,False,False
1551,ALL,317.60268267626765,True,,320.03007400945023,320.0505143864307,324.63613657863044,326.88510432291037,False,True,False
1552,ALL,317.70972082051276,False,stage1_full,,,,,False,False,False
1553,ALL,317.74180146406786,False,stage1_full,,,,,False,False,False
1554,ALL,317.91911587841474,False,stage1_full,,,,,False,False,False
1555,ALL,318.2031915232141,False,stage1_full,,,,,False,False,False
1556,ALL,318.7647103397491,True,,320.0505143864307,320.4115631005842,,,True,False,True
1557,ALL,318.8705388235224,True,,320.4115631005842,321.0880876327813,,,True,False,True
1558,ALL,318.96713016672857,True,,320.98149533347197,321.5668839799166,,,True,False,True
1559,ALL,318.97476727601673,False,stage1_full,,,,,False,False,False
1560,ALL,319.0391982795636,False,stage1_full,,,,,False,False,False
1561,ALL,319.0702608403429,False,stage1_full,,,,,False,False,False
1562,ALL,319.3068735950481,False,stage1_full,,,,,False,False,False
1563,ALL,319.31478451558195,False,stage1_full,,,,,False,False,False
1564,ALL,319.75546683614095,True,,321.0880876327813,321.4020041465427,,,True,True,False
1565,ALL,320.02935414323224,False,stage1_full,,,,,False,False,False
1566,ALL,320.4840203080334,True,,321.4020041465427,322.4392057076639,,,True,False,True
1567,ALL,320.5046966674611,True,,321.5668839799166,321.8043679935332,,,True,False,True
1568,ALL,320.9110556833937,True,,321.8043679935332,323.22937530488105,,,True,True,False
1569,ALL,320.93991881216726,False,stage1_full,,,,,False,False,False
1570,ALL,321.6715456046115,True,,322.4392057076639,322.81189838658423,326.88510432291037,327.9143966651988,False,True,False
1571,ALL,321.94168842629324,True,,322.81189838658423,322.8412738097405,,,True,False,True
1572,ALL,322.2857817547131,True,,322.8412738097405,324.63061580188173,,,True,True,False
1573,ALL,322.43061428082785,True,,323.22937530488105,324.4489151330975,,,True,False,True
1574,ALL,322.4652404512624,True,,324.4489151330975,324.6444236904399,327.9143966651988,329.00015823674676,False,False,False
1575,ALL,322.4943959097706,True,,324.63061580188173,325.0610294040938,,,True,False,True
1576,ALL,322.8755545286468,True,,324.6444236904399,326.02657119958764,,,True,False,True
1577,ALL,322.93295505899533,True,,325.0610294040938,328.4110853651649,329.30281440740663,330.5444675338797,False,False,False
1578,ALL,323.05488128463026,False,stage1_full,,,,,False,False,False
1579,ALL,323.5551642842143,True,,326.02657119958764,326.0355090091443,,,True,False,True
1580,ALL,323.9020582942559,False,stage1_full,,,,,False,False,False
1581,ALL,324.0427488646383,False,stage1_full,,,,,False,False,False
1582,ALL,324.244545128791,False,stage1_full,,,,,False,False,False
1583,ALL,324.27099394085593,False,stage1_full,,,,,False,False,False
1584,ALL,324.27720193821744,False,stage1_full,,,,,False,False,False
1585,ALL,324.3703936661603,False,stage1_full,,,,,False,False,False
1586,ALL,324.55069556579633,True,,326.0355090091443,327.0778493469272,329.00015823674676,329.30281440740663,False,False,False
1587,ALL,324.7274991203276,True,,327.0778493469272,327.6291616059312,,,True,False,True
1588,ALL,324.7946130745225,True,,327.6291616059312,328.75987204148595,,,True,False,True
1589,ALL,324.89234948718916,False,stage1_full,,,,,False,False,False
1590,ALL,324.92791360480646,False,stage1_full,,,,,False,False,False
1591,ALL,325.0977606471174,True,,328.4110853651649,329.4533422358243,330.5444675338797,331.609840144203,False,True,False
1592,ALL,325.3062334435523,False,stage1_full,,,,,False,False,False
1593,ALL,325.5326849916161,False,stage1_full,,,,,False,False,False
1594,ALL,325.595376223875,False,stage1_full,,,,,False,False,False
1595,ALL,325.7007357899832,False,stage1_full,,,,,False,False,False
1596,ALL,325.7047870169361,False,stage1_full,,,,,False,False,False
1597,ALL,326.00788881257694,False,stage1_full,,,,,False,False,False
1598,ALL,326.29972439522965,True,,328.75987204148595,329.7831767263442,331.609840144203,331.82045644077067,False,False,False
1599,ALL,326.30142434479836,True,,329.4533422358243,329.8082916863106,,,True,False,True
1600,ALL,326.3595992283415,False,stage1_full,,,,,False,False,False
1601,ALL,326.6866381549642,False,stage1_full,,,,,False,False,False
1602,ALL,326.7595391727217,False,stage1_full,,,,,False,False,False
1603,ALL,327.4419369127433,True,,329.7831767263442,331.23336720508246,331.82045644077067,333.1170924786195,False,False,False
1604,ALL,327.5276967203447,False,stage1_full,,,,,False,False,False
1605,ALL,327.5857668354337,False,stage1_full,,,,,False,False,False
1606,ALL,327.7115003234751,True,,329.8082916863106,331.4452540582281,,,True,True,False
1607,ALL,327.8127185400154,False,stage1_full,,,,,False,False,False
1608,ALL,327.83430510491695,False,stage1_full,,,,,False,False,False
1609,ALL,327.9775938826546,False,stage1_full,,,,,False,False,False
1610,ALL,328.34825782473393,False,stage1_full,,,,,False,False,False
1611,ALL,328.4420122265457,True,,331.23336720508246,331.53369729111574,,,True,False,True
1612,ALL,328.5129122390456,False,stage1_full,,,,,False,False,False
1613,ALL,328.53579350705047,False,stage1_full,,,,,False,False,False
1614,ALL,328.54898665303836,False,stage1_full,,,,,False,False,False
1615,ALL,329.4396648159384,True,,331.4452540582281,331.93672637295543,333.1170924786195,334.5564426056069,False,False,False
1616,ALL,329.88548304492303,True,,331.53369729111574,332.76493495796643,,,True,False,True
1617,ALL,330.0687578425638,True,,331.93672637295543,332.18822206706204,334.5564426056069,336.46168810130007,False,False,False
1618,ALL,330.284831973488,True,,332.18822206706204,334.55829943127543,336.46168810130007,337.1303004295143,False,False,False
1619,ALL,330.51319173276966,False,stage1_full,,,,,False,False,False
1620,ALL,330.7687035443302,False,stage1_full,,,,,False,False,False
1621,ALL,331.9645395726607,True,,332.76493495796643,334.60151625160717,337.1303004295143,337.8028160923439,False,True,False
1622,ALL,332.2718672832352,True,,334.55829943127543,335.19419060835764,,,True,False,True
1623,ALL,332.41344427549745,True,,334.60151625160717,337.48930904988174,337.84127142968595,338.3082419122592,False,False,False
1624,ALL,332.7868520011427,True,,335.19419060835764,335.8882929939661,,,True,False,True
1625,ALL,332.8268194194294,True,,335.8882929939661,336.7308770205503,337.8028160923439,337.84127142968595,False,False,False
1626,ALL,332.8473595781147,True,,336.7308770205503,336.92546259377974,,,True,True,False
1627,ALL,332.8747399375434,False,stage1_full,,,,,False,False,False
1628,ALL,332.93459692288826,False,stage1_full,,,,,False,False,False
1629,ALL,333.26500742244883,False,stage1_full,,,,,False,False,False
1630,ALL,333.30544739363614,False,stage1_full,,,,,False,False,False
1631,ALL,333.53315456182406,False,stage1_full,,,,,False,False,False
1632,ALL,333.61493851449836,False,stage1_full,,,,,False,False,False
1633,ALL,333.6336468242935,False,stage1_full,,,,,False,False,False
1634,ALL,333.7214357108072,False,stage1_full,,,,,False,False,False
1635,ALL,333.99411535228955,False,stage1_full,,,,,False,False,False
1636,ALL,334.0674850190933,False,stage1_full,,,,,False,False,False
1637,ALL,334.3778041559013,False,stage1_full,,,,,False,False,False
1638,ALL,334.45829323141,False,stage1_full,,,,,False,False,False
1639,ALL,334.5186654518116,False,stage1_full,,,,,False,False,False
1640,ALL,334.58830794268766,True,,336.92546259377974,338.35756335602366,342.2517148545628,342.89492269974687,False,False,False
1641,ALL,334.76351754118207,True,,337.48930904988174,337.58146967288627,,,True,False,True
1642,ALL,335.2039317121471,True,,337.58146967288627,338.09796715191914,338.3082419122592,339.2935797903207,False,False,False
1643,ALL,335.3000780564837,False,stage1_full,,,,,False,False,False
1644,ALL,335.37094381152934,False,stage1_full,,,,,False,False,False
1645,ALL,335.3820594555603,False,stage1_full,,,,,False,False,False
1646,ALL,335.7672179096208,False,stage1_full,,,,,False,False,False
1647,ALL,335.79677069382666,False,stage1_full,,,,,False,False,False
1648,ALL,335.8414735655364,False,stage1_full,,,,,False,False,False
1649,ALL,335.94672635115,True,,338.09796715191914,338.3094004243991,339.2935797903207,342.2517148545628,False,False,False
1650,ALL,336.0690661263667,False,stage1_full,,,,,False,False,False
1651,ALL,336.1451377521983,False,stage1_full,,,,,False,False,False
1652,ALL,336.396660614928,False,stage1_full,,,,,False,False,False
1653,ALL,336.69852590441246,False,stage1_full,,,,,False,False,False
1654,ALL,336.89793539493365,True,,338.3094004243991,338.5955145572121,,,True,False,True
1655,ALL,336.8988803239341,False,stage1_full,,,,,False,False,False
1656,ALL,336.96279135353063,True,,338.35756335602366,338.4955972128916,,,True,False,True
1657,ALL,337.25198641492227,False,stage1_full,,,,,False,False,False
1658,ALL,337.5404063299541,True,,338.4955972128916,338.67834308441627,,,True,False,True
1659,ALL,337.7411508825299,True,,338.5955145572121,338.93917145031065,,,True,False,True
1660,ALL,337.8378307271326,False,stage1_full,,,,,False,False,False
1661,ALL,337.88231305378594,False,stage1_full,,,,,False,False,False
1662,ALL,337.8851484820169,False,stage1_full,,,,,False,False,False
