K,mu_f,ks,kf,tb,policy,population,arrivals,accepted,refused_stage1,stage2_refused,blank_pages,permanent_blanks,completed,refused_stage1_rate,blank_pages_rate_given_accepted,permanent_blank_rate_given_accepted,mean_sojourn_weighted
2,2.0,30,30,,split_servers,ING,12615,6455,6160,12,12,12,6178,0.4883075703527547,0.0018590240123934935,0.0018590240123934935,23.59454767122514
2,2.0,30,30,,split_servers,PREPA,2611,1314,1297,6,6,6,1293,0.49674454232094983,0.0045662100456621,0.0045662100456621,10.106467584418537
3,1.0,10,5,10.0,fifo,ING,12727,4094,98,1971,1971,1971,2058,0.00770016500353579,0.4814362481680508,0.4814362481680508,5.969704943267149
3,1.0,10,5,10.0,fifo,PREPA,2533,2494,39,698,698,698,1777,0.015396762731938412,0.27987169206094625,0.27987169206094625,6.4354910914621195
3,1.0,10,5,10.0,priority_ing,ING,12635,4114,46,2030,2030,2030,2034,0.0036406806489908982,0.4934370442391833,0.4934370442391833,5.754881504943748
3,1.0,10,5,10.0,priority_ing,PREPA,2529,2522,7,726,726,726,1784,0.00276789244760775,0.28786677240285485,0.28786677240285485,6.830533558381653
3,1.0,10,5,10.0,split_servers,ING,12700,3101,1112,1142,1142,1142,1928,0.08755905511811024,0.36826830054821025,0.36826830054821025,5.133142342253055
3,1.0,10,5,10.0,split_servers,PREPA,2529,2098,431,434,434,434,1601,0.17042309213127718,0.20686367969494757,0.20686367969494757,19.752710488130315
3,1.0,10,5,30.0,fifo,ING,12565,3797,261,2319,2319,2319,1476,0.02077198567449264,0.6107453252567817,0.6107453252567817,6.648571976955294
3,1.0,10,5,30.0,fifo,PREPA,2547,2491,56,568,568,568,1904,0.02198665096191598,0.22802087515054195,0.22802087515054195,5.665747747146159
3,1.0,10,5,30.0,priority_ing,ING,12685,3905,199,2386,2386,2386,1519,0.015687820260149782,0.61101152368758,0.61101152368758,6.177079753367299
3,1.0,10,5,30.0,priority_ing,PREPA,2488,2450,38,541,541,541,1882,0.01527331189710611,0.22081632653061226,0.22081632653061226,6.019023582012947
3,1.0,10,5,30.0,split_servers,ING,12834,3150,1026,1732,1732,1732,1418,0.07994389901823282,0.5498412698412698,0.5498412698412698,5.975117484378221
3,1.0,10,5,30.0,split_servers,PREPA,2447,2082,365,453,453,453,1580,0.1491622394769105,0.21757925072046108,0.21757925072046108,18.680515894167815
3,1.0,10,5,,fifo,ING,12585,11099,1486,7615,7615,7615,3422,0.11807707588398887,0.6860978466528516,0.6860978466528516,7.813820988365112
3,1.0,10,5,,fifo,PREPA,2578,2280,298,1387,1387,1387,861,0.11559348332040341,0.6083333333333333,0.6083333333333333,9.031408033703128
3,1.0,10,5,,priority_ing,ING,12795,11493,1302,8125,8125,8125,3296,0.10175849941383353,0.7069520577742974,0.7069520577742974,7.177920066895417
3,1.0,10,5,,priority_ing,PREPA,2543,2265,278,1425,1425,1425,808,0.10931970114038538,0.6291390728476821,0.6291390728476821,13.051669657408308
3,1.0,10,5,,split_servers,ING,12578,10060,2518,6579,6579,6579,3433,0.20019080934965813,0.653976143141153,0.653976143141153,7.1182571878776155
3,1.0,10,5,,split_servers,PREPA,2609,2083,526,1312,1312,1312,701,0.20160981218857799,0.6298607777244359,0.6298607777244359,18.244266907070795
3,1.0,10,30,10.0,fifo,ING,12763,4147,136,1731,1731,1731,2249,0.010655801927446525,0.41741017603086567,0.41741017603086567,29.05610995750606
3,1.0,10,30,10.0,fifo,PREPA,2572,2539,33,657,657,657,1793,0.012830482115085537,0.2587632926348956,0.2587632926348956,30.009835170547806
3,1.0,10,30,10.0,priority_ing,ING,12672,4098,65,1587,1587,1587,2351,0.005129419191919192,0.38726207906295756,0.38726207906295756,27.764653349209617
3,1.0,10,30,10.0,priority_ing,PREPA,2536,2526,10,610,610,610,1809,0.003943217665615142,0.2414885193982581,0.2414885193982581,29.26258155892886
3,1.0,10,30,10.0,split_servers,ING,12694,2818,1381,332,332,332,2348,0.10879155506538522,0.11781405251951739,0.11781405251951739,20.260384914051347
3,1.0,10,30,10.0,split_servers,PREPA,2581,2054,527,122,122,122,1802,0.20418442464161177,0.05939629990262902,0.05939629990262902,36.94854954873203
3,1.0,10,30,30.0,fifo,ING,12674,3798,325,1600,1600,1600,2093,0.02564304876124349,0.421274354923644,0.421274354923644,26.941207338691857
3,1.0,10,30,30.0,fifo,PREPA,2569,2492,77,431,431,431,1969,0.02997275204359673,0.17295345104333867,0.17295345104333867,25.579171948899706
3,1.0,10,30,30.0,priority_ing,ING,12588,3949,186,1787,1787,1787,2062,0.014775977121067683,0.4525196252215751,0.4525196252215751,26.02755827783349
3,1.0,10,30,30.0,priority_ing,PREPA,2621,2571,50,448,448,448,2037,0.01907668828691339,0.17425126409957215,0.17425126409957215,26.52300363717121
3,1.0,10,30,30.0,split_servers,ING,12713,3078,1024,754,754,754,2223,0.0805474710925824,0.24496426250812214,0.24496426250812214,21.45497746639674
3,1.0,10,30,30.0,split_servers,PREPA,2540,2065,475,192,192,192,1758,0.18700787401574803,0.09297820823244551,0.09297820823244551,34.715961884817766
3,1.0,10,30,,fifo,ING,12734,11127,1607,7536,7536,7536,3392,0.12619758127846709,0.677271501752494,0.677271501752494,31.843258076560495
3,1.0,10,30,,fifo,PREPA,2572,2274,298,1414,1414,1414,793,0.11586314152410575,0.6218117854001759,0.6218117854001759,33.5190184817453
3,1.0,10,30,,priority_ing,ING,12762,11472,1290,7837,7837,7837,3434,0.10108133521391631,0.6831415620641562,0.6831415620641562,30.67722635064177
3,1.0,10,30,,priority_ing,PREPA,2486,2233,253,1384,1384,1384,786,0.10176991150442478,0.619793999104344,0.619793999104344,36.75060396549193
3,1.0,10,30,,split_servers,ING,12649,9886,2763,6209,6209,6209,3476,0.21843624001897383,0.6280598826623508,0.6280598826623508,30.78922881266519
3,1.0,10,30,,split_servers,PREPA,2590,1988,602,1190,1190,1190,719,0.23243243243243245,0.5985915492957746,0.5985915492957746,43.52745151564815
3,1.0,30,5,10.0,fifo,ING,12553,4058,0,1944,1944,1944,2068,0.0,0.47905372104484967,0.47905372104484967,6.0101399986749575
