seed,K,mu_f,ks,kf,tb,policy,population,horizon,arrivals,accepted,refused_stage1,stage2_refused,blank_pages,permanent_blanks,completed,mean_sojourn,var_sojourn
1,2,2.0,10,5,10.0,priority_ing,PREPA,600.0,375,356,19,27,27,27,326,6.329309610049236,13.515089049944015
2,2,2.0,10,5,10.0,priority_ing,ING,600.0,1864,546,53,61,61,61,474,3.4215078695546906,4.5325342276247165
2,2,2.0,10,5,10.0,priority_ing,PREPA,600.0,340,329,11,10,10,10,315,6.370363326022349,14.751271749971828
3,2,2.0,10,5,10.0,priority_ing,ING,600.0,1822,512,74,33,33,33,465,3.2898247397350926,5.0112090462091725
3,2,2.0,10,5,10.0,priority_ing,PREPA,600.0,350,334,16,7,7,7,326,6.642733530731519,18.299110507994087
4,2,2.0,10,5,10.0,priority_ing,ING,600.0,1804,480,102,26,26,26,444,3.4736221109127587,5.795685123115401
4,2,2.0,10,5,10.0,priority_ing,PREPA,600.0,403,381,22,11,11,11,368,7.466872134045012,21.82894895152845
5,2,2.0,10,5,10.0,priority_ing,ING,600.0,1772,557,53,63,63,63,486,3.4445211430324054,5.237046056980344
5,2,2.0,10,5,10.0,priority_ing,PREPA,600.0,349,334,15,15,15,15,315,5.5768565196635,10.762483102254821
6,2,2.0,10,5,10.0,priority_ing,ING,600.0,1753,451,106,45,45,45,398,3.817023434145562,6.136230382560318
6,2,2.0,10,5,10.0,priority_ing,PREPA,600.0,364,337,27,19,19,19,317,7.310647368786268,27.51543048665985
7,2,2.0,10,5,10.0,priority_ing,ING,600.0,1808,523,87,46,46,46,465,3.4784295069978413,5.482006461418743
7,2,2.0,10,5,10.0,priority_ing,PREPA,600.0,392,366,26,8,8,8,357,7.025751537550068,21.085843327529364
1,2,2.0,10,5,10.0,split_servers,ING,600.0,1844,427,201,19,19,19,402,3.9599854375272425,6.704214088747659
1,2,2.0,10,5,10.0,split_servers,PREPA,600.0,333,283,50,11,11,11,266,14.520521946475734,46.405983245654745
2,2,2.0,10,5,10.0,split_servers,ING,600.0,1795,417,189,15,15,15,393,4.346869152942114,7.672423686034882
2,2,2.0,10,5,10.0,split_servers,PREPA,600.0,356,305,51,5,5,5,297,11.78543386804807,55.97642973419166
3,2,2.0,10,5,10.0,split_servers,ING,600.0,1792,440,129,26,26,26,410,3.728198741088927,5.436171905851732
3,2,2.0,10,5,10.0,split_servers,PREPA,600.0,353,327,26,12,12,12,313,11.413873826651608,36.955854855274424
4,2,2.0,10,5,10.0,split_servers,ING,600.0,1833,385,187,12,12,12,365,3.72395092003504,4.364328429519442
4,2,2.0,10,5,10.0,split_servers,PREPA,600.0,376,288,88,10,10,10,274,15.07585134475929,90.72221378992356
5,2,2.0,10,5,10.0,split_servers,ING,600.0,1842,420,180,30,30,30,379,3.8631371587447436,5.272262638130418
5,2,2.0,10,5,10.0,split_servers,PREPA,600.0,346,290,56,16,16,16,273,13.931681300986819,82.79773711127085
6,2,2.0,10,5,10.0,split_servers,ING,600.0,1734,386,196,13,13,13,369,3.2920791943928505,3.8978196373288734
6,2,2.0,10,5,10.0,split_servers,PREPA,600.0,363,299,64,9,9,9,284,16.109959167645343,46.023738912298974
7,2,2.0,10,5,10.0,split_servers,ING,600.0,1875,359,234,17,17,17,334,3.791522648933891,6.582787888837981
7,2,2.0,10,5,10.0,split_servers,PREPA,600.0,398,293,105,10,10,10,276,16.885798877650625,70.19421024582694
1,2,2.0,10,5,30.0,fifo,ING,600.0,1739,403,150,54,54,54,349,5.7384975358322885,5.759916802845157
1,2,2.0,10,5,30.0,fifo,PREPA,600.0,375,340,35,17,17,17,320,4.673133819872597,10.590779150378115
2,2,2.0,10,5,30.0,fifo,ING,600.0,1834,437,183,75,75,75,362,5.506453899773969,6.156341053663416
2,2,2.0,10,5,30.0,fifo,PREPA,600.0,337,297,40,14,14,14,283,4.687922947277495,8.739969652281195
3,2,2.0,10,5,30.0,fifo,ING,600.0,1814,395,202,56,56,56,339,5.865151436974004,6.518995666119027
3,2,2.0,10,5,30.0,fifo,PREPA,600.0,373,326,47,15,15,15,309,4.76819881060165,11.245438998437207
4,2,2.0,10,5,30.0,fifo,ING,600.0,1826,433,174,64,64,64,369,5.3476169785550995,6.625128000667252
4,2,2.0,10,5,30.0,fifo,PREPA,600.0,373,342,31,10,10,10,330,4.8820774833896,8.489612054129706
5,2,2.0,10,5,30.0,fifo,ING,600.0,1754,426,141,71,71,71,355,5.224638678501824,5.804932051968649
5,2,2.0,10,5,30.0,fifo,PREPA,600.0,367,340,27,10,10,10,328,4.708622998249292,11.84455402102634
6,2,2.0,10,5,30.0,fifo,ING,600.0,1796,423,167,84,84,84,339,5.9988374899028845,7.587665162144557
6,2,2.0,10,5,30.0,fifo,PREPA,600.0,342,308,34,23,23,23,283,4.939330055321612,10.543467262572237
7,2,2.0,10,5,30.0,fifo,ING,600.0,1799,413,132,64,64,64,349,5.282144039175196,7.420177627669152
7,2,2.0,10,5,30.0,fifo,PREPA,600.0,389,356,33,5,5,5,347,4.924132933716362,9.816238213983597
1,2,2.0,10,5,30.0,priority_ing,ING,600.0,1774,472,105,122,122,122,350,4.056617553739272,6.49170071427115
1,2,2.0,10,5,30.0,priority_ing,PREPA,600.0,380,358,22,13,13,13,340,7.1515322777082115,25.510203528532625
2,2,2.0,10,5,30.0,priority_ing,ING,600.0,1761,503,62,120,120,120,383,4.100847577264129,9.739611916721692
2,2,2.0,10,5,30.0,priority_ing,PREPA,600.0,358,343,15,12,12,12,330,5.257499660695697,15.777127544823061
3,2,2.0,10,5,30.0,priority_ing,ING,600.0,1790,442,128,85,85,85,357,3.832472690778452,7.437348501687071
3,2,2.0,10,5,30.0,priority_ing,PREPA,600.0,395,370,25,8,8,8,360,7.256746088194207,25.877902211613602
4,2,2.0,10,5,30.0,priority_ing,ING,600.0,1784,510,101,120,120,120,390,3.7862752903935406,6.036439913330879
4,2,2.0,10,5,30.0,priority_ing,PREPA,600.0,370,342,28,5,5,5,336,6.666206298029615,22.43634537278044
5,2,2.0,10,5,30.0,priority_ing,ING,600.0,1761,498,78,126,126,126,372,4.03700045688011,8.556692119370965
5,2,2.0,10,5,30.0,priority_ing,PREPA,600.0,353,334,19,23,23,23,303,6.441355673960557,19.817894329713535
6,2,2.0,10,5,30.0,priority_ing,ING,600.0,1746,449,147,94,94,94,355,4.305281186831081,10.337609851257263
6,2,2.0,10,5,30.0,priority_ing,PREPA,600.0,339,306,33,8,8,8,292,6.376468944653971,30.01994065542402
7,2,2.0,10,5,30.0,priority_ing,ING,600.0,1831,481,69,89,89,89,392,3.3679187020060657,5.671851870756938
7,2,2.0,10,5,30.0,priority_ing,PREPA,600.0,359,338,21,12,12,12,323,6.525375546766805,22.84378492264169
1,2,2.0,10,5,30.0,split_servers,ING,600.0,1877,286,329,13,13,13,273,5.269540330885196,9.25584042138177
1,2,2.0,10,5,30.0,split_servers,PREPA,600.0,371,280,91,8,8,8,260,14.895712919048574,89.75207887992505
2,2,2.0,10,5,30.0,split_servers,ING,600.0,1763,361,220,46,46,46,315,5.2400864008999894,8.407611274600232
2,2,2.0,10,5,30.0,split_servers,PREPA,600.0,355,277,78,12,12,12,255,13.3179901864394,90.76842070497968
3,2,2.0,10,5,30.0,split_servers,ING,600.0,1851,327,286,29,29,29,298,5.197609611057381,9.649362288018526
3,2,2.0,10,5,30.0,split_servers,PREPA,600.0,375,288,87,5,5,5,271,13.089078182558156,57.15680922621193
4,2,2.0,10,5,30.0,split_servers,ING,600.0,1829,364,249,26,26,26,338,5.1631545463695785,7.358294649599182
4,2,2.0,10,5,30.0,split_servers,PREPA,600.0,363,300,63,6,6,6,290,12.144956973216651,54.06309293217306
5,2,2.0,10,5,30.0,split_servers,ING,600.0,1803,317,285,24,24,24,293,4.424524868328539,5.107327494451786
5,2,2.0,10,5,30.0,split_servers,PREPA,600.0,369,288,81,8,8,8,273,15.440401126718829,58.02067979597081
6,2,2.0,10,5,30.0,split_servers,ING,600.0,1750,320,261,33,33,33,287,4.633360109069904,6.872399958669352
6,2,2.0,10,5,30.0,split_servers,PREPA,600.0,361,283,78,13,13,13,262,14.83221164186838,69.76151492472654
7,2,2.0,10,5,30.0,split_servers,ING,600.0,1812,310,263,34,34,34,276,4.257238619099217,6.2523320925684
7,2,2.0,10,5,30.0,split_servers,PREPA,600.0,407,297,110,4,4,4,285,15.409176035677113,67.72173983045107
1,2,2.0,10,30,,fifo,ING,600.0,1819,1189,630,161,161,161,995,16.109501978330215,14.38761779241052
1,2,2.0,10,30,,fifo,PREPA,600.0,324,223,101,24,24,24,190,17.106317498928384,16.326969275832962
2,2,2.0,10,30,,fifo,ING,600.0,1797,1095,702,84,84,84,984,14.53608059415313,23.162321706039226
2,2,2.0,10,30,,fifo,PREPA,600.0,398,231,167,12,12,12,213,15.406544121093624,24.98235661636149
3,2,2.0,10,30,,fifo,ING,600.0,1794,1159,635,123,123,123,1009,14.642876774163978,25.618645366865042
3,2,2.0,10,30,,fifo,PREPA,600.0,363,223,140,14,14,14,204,15.414873025958942,28.789009798395114
4,2,2.0,10,30,,fifo,ING,600.0,1749,1208,541,170,170,170,1004,15.209369403384466,22.352544674683948
4,2,2.0,10,30,,fifo,PREPA,600.0,329,228,101,16,16,16,207,15.98205294708651,21.449332108140155
5,2,2.0,10,30,,fifo,ING,600.0,1816,1113,703,78,78,78,1012,13.968955515991416,18.677476586446478
5,2,2.0,10,30,,fifo,PREPA,600.0,332,207,125,8,8,8,193,14.972670645046472,20.47384450823308
6,2,2.0,10,30,,fifo,ING,600.0,1745,1162,583,121,121,121,1012,14.9350693034581,22.88006627599042
6,2,2.0,10,30,,fifo,PREPA,600.0,326,223,103,14,14,14,200,15.590514340621237,24.34817919868401
7,2,2.0,10,30,,fifo,ING,600.0,1813,1123,690,152,152,152,944,16.304904124919997,23.79248798912523
7,2,2.0,10,30,,fifo,PREPA,600.0,384,247,137,21,21,21,224,16.69468294415169,27.910588415590144
1,2,2.0,10,30,,priority_ing,ING,600.0,1825,1105,720,102,102,102,982,11.744426638226374,31.07650780050781
1,2,2.0,10,30,,priority_ing,PREPA,600.0,339,224,115,17,17,17,193,28.83240569973084,71.69211352773117
2,2,2.0,10,30,,priority_ing,ING,600.0,1792,1103,689,74,74,74,1016,11.007495044704433,24.698609405355427
2,2,2.0,10,30,,priority_ing,PREPA,600.0,376,225,151,8,8,8,212,28.860327329070564,67.3551677788643
3,2,2.0,10,30,,priority_ing,ING,600.0,1843,1164,679,169,169,169,965,14.911648336630966,19.708059388052725
3,2,2.0,10,30,,priority_ing,PREPA,600.0,376,226,150,32,32,32,183,31.950026288474152,72.34527525672468
4,2,2.0,10,30,,priority_ing,ING,600.0,1777,1106,671,66,66,66,1011,9.749105262212005,24.990959328780473
4,2,2.0,10,30,,priority_ing,PREPA,600.0,365,231,134,10,10,10,209,25.95786634518061,64.30403757841148
5,2,2.0,10,30,,priority_ing,ING,600.0,1792,1112,680,146,146,146,943,14.341190828130848,16.782471969067448
5,2,2.0,10,30,,priority_ing,PREPA,600.0,377,242,135,33,33,33,197,32.037065204064334,68.96298076948847
6,2,2.0,10,30,,priority_ing,ING,600.0,1737,1085,652,80,80,80,974,11.600427581723594,20.84320717620938
6,2,2.0,10,30,,priority_ing,PREPA,600.0,382,244,138,12,12,12,224,27.995155951898145,42.966841433107895
7,2,2.0,10,30,,priority_ing,ING,600.0,1879,1172,707,179,179,179,964,13.894016288380538,25.276925128161306
7,2,2.0,10,30,,priority_ing,PREPA,600.0,352,238,114,35,35,35,190,29.53093670453022,59.43275129838532
1,2,2.0,10,30,,split_servers,ING,600.0,1785,912,873,2,2,2,900,9.963316991119738,16.438121074471333
1,2,2.0,10,30,,split_servers,PREPA,600.0,368,195,173,1,1,1,190,10.847127290065119,41.46512748446204
2,2,2.0,10,30,,split_servers,ING,600.0,1842,864,978,0,0,0,853,9.861826155981753,7.353645448623063
2,2,2.0,10,30,,split_servers,PREPA,600.0,363,156,207,0,0,0,155,6.72519221440332,12.897046789346824
3,2,2.0,10,30,,split_servers,ING,600.0,1782,898,884,0,0,0,888,10.77115659468444,18.636214138289887
3,2,2.0,10,30,,split_servers,PREPA,600.0,378,180,198,0,0,0,179,9.805844366379274,33.52203082546288
4,2,2.0,10,30,,split_servers,ING,600.0,1842,922,920,2,2,2,906,12.283816091450841,13.205751139911415
4,2,2.0,10,30,,split_servers,PREPA,600.0,344,171,173,1,1,1,167,10.29841444230221,38.38851591960845
5,2,2.0,10,30,,split_servers,ING,600.0,1803,859,944,0,0,0,847,9.393706967388093,7.902355292344477
5,2,2.0,10,30,,split_servers,PREPA,600.0,357,177,180,0,0,0,174,7.06338493271821,27.487618393232037
6,2,2.0,10,30,,split_servers,ING,600.0,1763,908,855,2,2,2,888,11.157451637771029,21.64698775649999
6,2,2.0,10,30,,split_servers,PREPA,600.0,346,166,180,0,0,0,163,8.916034752161593,26.941220959912016
7,2,2.0,10,30,,split_servers,ING,600.0,1852,900,952,0,0,0,880,9.177563518371947,11.342462336150685
7,2,2.0,10,30,,split_servers,PREPA,600.0,363,188,175,0,0,0,188,9.33826895660443,26.11652844868464
1,2,2.0,10,30,10.0,fifo,ING,600.0,1783,517,82,0,0,0,507,5.174430254807325,6.79595359397623
1,2,2.0,10,30,10.0,fifo,PREPA,600.0,341,318,23,0,0,0,316,5.870488825974369,10.191239488213178
2,2,2.0,10,30,10.0,fifo,ING,600.0,1859,527,78,0,0,0,517,4.886804992310291,7.0297290845711835
2,2,2.0,10,30,10.0,fifo,PREPA,600.0,329,318,11,0,0,0,315,5.3760490152157185,8.277480523051
3,2,2.0,10,30,10.0,fifo,ING,600.0,1818,562,85,0,0,0,554,5.816636628619936,6.71276303115626
3,2,2.0,10,30,10.0,fifo,PREPA,600.0,371,340,31,0,0,0,336,5.947423058984902,9.4677867953732
4,2,2.0,10,30,10.0,fifo,ING,600.0,1777,529,76,0,0,0,519,4.791221354277782,7.933515513422929
4,2,2.0,10,30,10.0,fifo,PREPA,600.0,339,322,17,0,0,0,321,5.521646258065097,9.647807560351769
5,2,2.0,10,30,10.0,fifo,ING,600.0,1825,547,54,0,0,0,536,4.531778742568992,6.364964555472108
5,2,2.0,10,30,10.0,fifo,PREPA,600.0,324,312,12,0,0,0,308,5.402809486451906,8.778084322687043
6,2,2.0,10,30,10.0,fifo,ING,600.0,1713,490,108,0,0,0,479,5.241640462164398,7.324145667613351
6,2,2.0,10,30,10.0,fifo,PREPA,600.0,356,332,24,0,0,0,331,5.658882844780769,8.936291269174667
7,2,2.0,10,30,10.0,fifo,ING,600.0,1851,518,91,0,0,0,502,5.364691941373609,7.986201712910051
7,2,2.0,10,30,10.0,fifo,PREPA,600.0,380,349,31,0,0,0,345,5.906219347383929,9.624021838201113
1,2,2.0,10,30,10.0,priority_ing,ING,600.0,1844,519,100,0,0,0,513,4.395451018359858,8.18152621202445
1,2,2.0,10,30,10.0,priority_ing,PREPA,600.0,373,356,17,0,0,0,351,8.102257263106958,17.45453873127057
2,2,2.0,10,30,10.0,priority_ing,ING,600.0,1860,493,139,0,0,0,489,4.737183009518313,8.78029048227598
2,2,2.0,10,30,10.0,priority_ing,PREPA,600.0,369,340,29,0,0,0,332,8.484299787301808,20.363187339976523
3,2,2.0,10,30,10.0,priority_ing,ING,600.0,1840,495,94,0,0,0,479,3.706182437272823,5.967012348716803
3,2,2.0,10,30,10.0,priority_ing,PREPA,600.0,356,340,16,0,0,0,337,7.029397345092347,20.764331767894426
4,2,2.0,10,30,10.0,priority_ing,ING,600.0,1813,525,57,0,0,0,514,3.9462097338950537,6.324515272654461
4,2,2.0,10,30,10.0,priority_ing,PREPA,600.0,358,349,9,0,0,0,348,6.575525189107404,15.93522335744184
5,2,2.0,10,30,10.0,priority_ing,ING,600.0,1775,522,96,0,0,0,513,4.169911836009551,8.421647976302532
5,2,2.0,10,30,10.0,priority_ing,PREPA,600.0,366,341,25,0,0,0,335,7.655818070672354,29.968426473923696
6,2,2.0,10,30,10.0,priority_ing,ING,600.0,1710,497,69,0,0,0,488,4.9187338993724135,12.481165231170202
6,2,2.0,10,30,10.0,priority_ing,PREPA,600.0,350,328,22,0,0,0,324,7.900135854981466,21.98711174649834
7,2,2.0,10,30,10.0,priority_ing,ING,600.0,1844,539,53,0,0,0,528,4.148584256173567,7.771045693080008
7,2,2.0,10,30,10.0,priority_ing,PREPA,600.0,360,344,16,0,0,0,342,6.620998996024635,12.203079615982736
1,2,2.0,10,30,10.0,split_servers,ING,600.0,1824,404,191,0,0,0,393,3.9897777648572452,6.359470245053004
1,2,2.0,10,30,10.0,split_servers,PREPA,600.0,344,284,60,0,0,0,284,14.912909350056392,67.07600431757172
2,2,2.0,10,30,10.0,split_servers,ING,600.0,1781,382,187,0,0,0,372,3.4358704643720834,4.368833304251106
2,2,2.0,10,30,10.0,split_servers,PREPA,600.0,351,285,66,0,0,0,278,16.46628496582674,51.47078873922928
3,2,2.0,10,30,10.0,split_servers,ING,600.0,1804,457,153,0,0,0,450,4.057489414143584,6.048165184649491
3,2,2.0,10,30,10.0,split_servers,PREPA,600.0,357,320,37,0,0,0,312,11.949418445798413,47.94828142842809
4,2,2.0,10,30,10.0,split_servers,ING,600.0,1850,374,219,0,0,0,364,3.3580339422796404,3.871459028986805
4,2,2.0,10,30,10.0,split_servers,PREPA,600.0,370,296,74,0,0,0,293,16.19599896752824,56.20255503062952
5,2,2.0,10,30,10.0,split_servers,ING,600.0,1807,357,211,0,0,0,349,3.771364779388815,6.0640811510253
5,2,2.0,10,30,10.0,split_servers,PREPA,600.0,380,304,76,0,0,0,296,15.49372133519085,78.31654647197657
6,2,2.0,10,30,10.0,split_servers,ING,600.0,1747,389,169,0,0,0,383,4.405529729108679,7.283327841519023
6,2,2.0,10,30,10.0,split_servers,PREPA,600.0,360,302,58,0,0,0,296,14.014930737775314,73.98915642993562
7,2,2.0,10,30,10.0,split_servers,ING,600.0,1763,391,212,0,0,0,381,3.50015614602596,6.336778306849067
7,2,2.0,10,30,10.0,split_servers,PREPA,600.0,386,325,61,0,0,0,321,13.330121848098496,34.157485197368416
1,2,2.0,10,30,30.0,fifo,ING,600.0,1800,394,178,0,0,0,394,7.1371399696289535,9.450853138853585
1,2,2.0,10,30,30.0,fifo,PREPA,600.0,356,319,37,0,0,0,319,5.990431731070642,13.002674229693532
2,2,2.0,10,30,30.0,fifo,ING,600.0,1815,410,195,0,0,0,410,6.200131103255119,10.294712025880953
2,2,2.0,10,30,30.0,fifo,PREPA,600.0,339,299,40,0,0,0,299,5.580887979051958,12.655791354379437
3,2,2.0,10,30,30.0,fifo,ING,600.0,1825,440,139,0,0,0,440,6.2666095567814155,7.369783018883151
3,2,2.0,10,30,30.0,fifo,PREPA,600.0,351,312,39,0,0,0,307,5.372746265997477,10.947856590402976
4,2,2.0,10,30,30.0,fifo,ING,600.0,1735,433,151,0,0,0,433,6.335953076883275,8.614784512191507
4,2,2.0,10,30,30.0,fifo,PREPA,600.0,382,349,33,0,0,0,346,4.820987303274577,9.671354694378351
5,2,2.0,10,30,30.0,fifo,ING,600.0,1781,436,162,0,0,0,436,6.803760611744618,8.618497471176351
5,2,2.0,10,30,30.0,fifo,PREPA,600.0,347,318,29,0,0,0,314,6.194768770958682,11.511916048588276
6,2,2.0,10,30,30.0,fifo,ING,600.0,1773,447,140,0,0,0,447,6.601449911418262,9.551184181494792
6,2,2.0,10,30,30.0,fifo,PREPA,600.0,342,308,34,0,0,0,303,5.50993518606379,11.769560999253676
7,2,2.0,10,30,30.0,fifo,ING,600.0,1842,405,176,0,0,0,405,6.80622420550299,7.638843291101705
7,2,2.0,10,30,30.0,fifo,PREPA,600.0,356,328,28,0,0,0,327,5.726357956033207,14.576801025125214
1,2,2.0,10,30,30.0,priority_ing,ING,600.0,1819,447,178,0,0,0,447,5.108134220531,13.012079302538483
1,2,2.0,10,30,30.0,priority_ing,PREPA,600.0,358,329,29,0,0,0,323,8.782848578709315,40.60527539784389
2,2,2.0,10,30,30.0,priority_ing,ING,600.0,1757,467,86,0,0,0,467,5.578616645742944,15.779257684186524
2,2,2.0,10,30,30.0,priority_ing,PREPA,600.0,336,323,13,0,0,0,317,7.774490834335406,35.10731212424529
3,2,2.0,10,30,30.0,priority_ing,ING,600.0,1814,464,116,0,0,0,464,4.787967728630921,12.824872659940572
3,2,2.0,10,30,30.0,priority_ing,PREPA,600.0,361,333,28,0,0,0,326,6.956479855199023,32.1320093018342
4,2,2.0,10,30,30.0,priority_ing,ING,600.0,1870,524,109,0,0,0,524,7.021295793288167,20.014698030298703
4,2,2.0,10,30,30.0,priority_ing,PREPA,600.0,352,332,20,0,0,0,322,8.706443701774589,47.42536236648053
5,2,2.0,10,30,30.0,priority_ing,ING,600.0,1806,488,111,0,0,0,488,6.629804783727216,15.385422775293614
5,2,2.0,10,30,30.0,priority_ing,PREPA,600.0,368,349,19,0,0,0,349,9.419096637839798,41.20620125756517
6,2,2.0,10,30,30.0,priority_ing,ING,600.0,1719,484,120,0,0,0,484,6.514047129925952,17.296747779387218
6,2,2.0,10,30,30.0,priority_ing,PREPA,600.0,339,316,23,0,0,0,314,7.63918624686988,35.72113588029616
7,2,2.0,10,30,30.0,priority_ing,ING,600.0,1836,459,108,0,0,0,459,5.393232761723931,10.663703992684674
7,2,2.0,10,30,30.0,priority_ing,PREPA,600.0,393,366,27,0,0,0,364,9.281552546324347,39.71228656308898
1,2,2.0,10,30,30.0,split_servers,ING,600.0,1794,315,293,0,0,0,315,6.35604322521402,9.583783012569981
1,2,2.0,10,30,30.0,split_servers,PREPA,600.0,371,297,74,0,0,0,288,11.576668344495566,69.94417918977165
2,2,2.0,10,30,30.0,split_servers,ING,600.0,1759,358,212,0,0,0,358,6.67519804939532,14.598394174841392
2,2,2.0,10,30,30.0,split_servers,PREPA,600.0,369,299,70,0,0,0,287,10.877997473454226,52.72017357296386
3,2,2.0,10,30,30.0,split_servers,ING,600.0,1779,361,212,0,0,0,361,5.1921731927847015,10.177085810612656
3,2,2.0,10,30,30.0,split_servers,PREPA,600.0,368,301,67,0,0,0,299,11.85381723760476,78.30659710571769
4,2,2.0,10,30,30.0,split_servers,ING,600.0,1801,337,255,0,0,0,337,5.586228479497495,16.577684879237587
4,2,2.0,10,30,30.0,split_servers,PREPA,600.0,398,318,80,0,0,0,309,15.119952649252074,41.53764365626445
5,2,2.0,10,30,30.0,split_servers,ING,600.0,1823,301,308,0,0,0,301,4.61821203642623,5.404546267404117
5,2,2.0,10,30,30.0,split_servers,PREPA,600.0,369,280,89,0,0,0,274,16.689392301192104,82.49543382912744
6,2,2.0,10,30,30.0,split_servers,ING,600.0,1771,330,268,0,0,0,330,4.805377953755453,9.923793447122002
6,2,2.0,10,30,30.0,split_servers,PREPA,600.0,319,264,55,0,0,0,264,13.012231803257215,67.26518454323404
7,2,2.0,10,30,30.0,split_servers,ING,600.0,1845,355,259,0,0,0,355,5.588663803387281,9.009221725375948
7,2,2.0,10,30,30.0,split_servers,PREPA,600.0,339,282,57,0,0,0,275,10.701944267296101,51.753938228081694
1,2,2.0,30,5,,fifo,ING,600.0,1783,1134,649,309,309,309,798,15.031030915362546,13.787969681953745
1,2,2.0,30,5,,fifo,PREPA,600.0,399,268,131,47,47,47,213,16.074550331052635,15.896199444583774
2,2,2.0,30,5,,fifo,ING,600.0,1862,1163,699,263,263,263,870,14.984568037289005,14.87000240352592
2,2,2.0,30,5,,fifo,PREPA,600.0,352,227,125,43,43,43,178,15.703566441767547,17.21598491510337
3,2,2.0,30,5,,fifo,ING,600.0,1865,1091,774,252,252,252,810,15.801800994597754,16.893696596603185
3,2,2.0,30,5,,fifo,PREPA,600.0,356,230,126,30,30,30,192,16.484917612677314,16.866301347599016
4,2,2.0,30,5,,fifo,ING,600.0,1833,1181,652,267,267,267,881,14.789004197281638,10.46645808826856
4,2,2.0,30,5,,fifo,PREPA,600.0,355,220,135,28,28,28,191,15.543313965804218,12.992481448166393
5,2,2.0,30,5,,fifo,ING,600.0,1749,1123,626,254,254,254,844,15.030477319305847,13.722408460503415
5,2,2.0,30,5,,fifo,PREPA,600.0,386,256,130,38,38,38,209,15.98676806173144,14.37869954204643
6,2,2.0,30,5,,fifo,ING,600.0,1798,1220,578,314,314,314,883,14.535982538653556,12.57621874280293
6,2,2.0,30,5,,fifo,PREPA,600.0,334,227,107,44,44,44,179,15.11945888046239,14.500229843348734
7,2,2.0,30,5,,fifo,ING,600.0,1877,1218,659,315,315,315,877,14.440437274919733,13.910186875645941
7,2,2.0,30,5,,fifo,PREPA,600.0,375,226,149,35,35,35,184,15.321309434693957,17.438040869723057
1,2,2.0,30,5,,priority_ing,ING,600.0,1795,1139,656,234,234,234,899,3.8244065478650744,9.278163895266257
1,2,2.0,30,5,,priority_ing,PREPA,600.0,369,233,136,30,30,30,177,74.99108428699834,285.8128288444306
2,2,2.0,30,5,,priority_ing,ING,600.0,1787,1188,599,300,300,300,880,3.9014026694009134,6.362382403660327
2,2,2.0,30,5,,priority_ing,PREPA,600.0,384,256,128,45,45,45,183,66.30292472371137,279.5211245080708
3,2,2.0,30,5,,priority_ing,ING,600.0,1802,1181,621,266,266,266,906,4.0171721738160375,9.63352012219649
3,2,2.0,30,5,,priority_ing,PREPA,600.0,380,236,144,34,34,34,175,70.85781847474405,225.74626264520708
4,2,2.0,30,5,,priority_ing,ING,600.0,1806,1195,611,252,252,252,934,3.863583843338766,6.078592860771652
4,2,2.0,30,5,,priority_ing,PREPA,600.0,343,246,97,37,37,37,184,68.79780741342023,118.80853541931192
5,2,2.0,30,5,,priority_ing,ING,600.0,1799,1132,667,238,238,238,885,4.0602044486383315,10.846801665187838
5,2,2.0,30,5,,priority_ing,PREPA,600.0,369,238,131,43,43,43,166,72.18019972556235,248.71024265346054
6,2,2.0,30,5,,priority_ing,ING,600.0,1794,1113,681,247,247,247,861,4.386023924104088,17.697208861462098
6,2,2.0,30,5,,priority_ing,PREPA,600.0,379,236,143,35,35,35,171,71.43200016194866,137.32592648317768
7,2,2.0,30,5,,priority_ing,ING,600.0,1818,1154,664,243,243,243,908,3.906776553670549,10.480765423239685
7,2,2.0,30,5,,priority_ing,PREPA,600.0,385,259,126,44,44,44,185,65.3390143565108,185.8737295518077
1,2,2.0,30,5,,split_servers,ING,600.0,1795,896,899,75,75,75,786,21.838142144971055,20.345073623211572
1,2,2.0,30,5,,split_servers,PREPA,600.0,370,182,188,20,20,20,162,7.069359771496517,26.7184370477311
2,2,2.0,30,5,,split_servers,ING,600.0,1745,929,816,95,95,95,800,20.102614626803827,32.02593048878999
2,2,2.0,30,5,,split_servers,PREPA,600.0,389,208,181,27,27,27,179,8.7143739008461,47.25450148516723
3,2,2.0,30,5,,split_servers,ING,600.0,1788,949,839,97,97,97,820,19.088912864240054,21.85339758413521
3,2,2.0,30,5,,split_servers,PREPA,600.0,396,217,179,27,27,27,190,11.466650069933443,59.32379827181675
4,2,2.0,30,5,,split_servers,ING,600.0,1816,916,900,72,72,72,814,21.207405001564442,18.183387963581175
4,2,2.0,30,5,,split_servers,PREPA,600.0,339,181,158,19,19,19,160,5.975599467256891,17.885960413075946
5,2,2.0,30,5,,split_servers,ING,600.0,1827,882,945,88,88,88,764,22.007276399659865,16.827958812467223
5,2,2.0,30,5,,split_servers,PREPA,600.0,370,176,194,18,18,18,156,6.886610437257345,37.63915310050259
6,2,2.0,30,5,,split_servers,ING,600.0,1743,950,793,114,114,114,803,20.855771051015235,21.432635275264047
6,2,2.0,30,5,,split_servers,PREPA,600.0,353,192,161,22,22,22,170,5.281845277490238,8.756640228657849
7,2,2.0,30,5,,split_servers,ING,600.0,1842,927,915,80,80,80,814,20.74905359710097,24.797234707232363
